   it           t(s)          Vm(V) V_analitica(V)      Error_relativo
       10781   5.39100077E-03   8.33411515E-03   8.33395775E-03  -1.88858066E-05
       10782   5.39150042E-03   8.33469816E-03   8.33454262E-03  -1.86609959E-05
       10783   5.39200054E-03   8.33528116E-03   8.33512377E-03  -1.88831655E-05
       10784   5.39250067E-03   8.33586417E-03   8.33570864E-03  -1.86583857E-05
       10785   5.39300079E-03   8.33644718E-03   8.33629072E-03  -1.87688020E-05
       10786   5.39350044E-03   8.33703019E-03   8.33687373E-03  -1.87674905E-05
       10787   5.39400056E-03   8.33761320E-03   8.33745673E-03  -1.87661772E-05
       10788   5.39450068E-03   8.33819620E-03   8.33803974E-03  -1.87648657E-05
       10789   5.39500080E-03   8.33877921E-03   8.33862368E-03  -1.86518628E-05
       10790   5.39550046E-03   8.33936222E-03   8.33920669E-03  -1.86505586E-05
       10791   5.39600058E-03   8.33994523E-03   8.33978970E-03  -1.86492562E-05
       10792   5.39650070E-03   8.34052823E-03   8.34037270E-03  -1.86479519E-05
       10793   5.39700082E-03   8.34111124E-03   8.34095571E-03  -1.86466477E-05
       10794   5.39750047E-03   8.34169425E-03   8.34153872E-03  -1.86453453E-05
       10795   5.39800059E-03   8.34227726E-03   8.34212173E-03  -1.86440429E-05
       10796   5.39850071E-03   8.34286027E-03   8.34270474E-03  -1.86427387E-05
       10797   5.39900083E-03   8.34344327E-03   8.34328774E-03  -1.86414363E-05
       10798   5.39950049E-03   8.34402628E-03   8.34387075E-03  -1.86401339E-05
       10799   5.40000061E-03   8.34460929E-03   8.34445376E-03  -1.86388315E-05
       10800   5.40050073E-03   8.34519230E-03   8.34503490E-03  -1.88607373E-05
       10801   5.40100038E-03   8.34577531E-03   8.34561791E-03  -1.88594204E-05
       10802   5.40150050E-03   8.34635831E-03   8.34620092E-03  -1.88581034E-05
       10803   5.40200062E-03   8.34694132E-03   8.34678393E-03  -1.88567865E-05
       10804   5.40250074E-03   8.34752433E-03   8.34736601E-03  -1.89670409E-05
       10805   5.40300040E-03   8.34810734E-03   8.34794901E-03  -1.89657167E-05
       10806   5.40350052E-03   8.34869035E-03   8.34853109E-03  -1.90759492E-05
       10807   5.40400064E-03   8.34927335E-03   8.34911410E-03  -1.90746177E-05
       10808   5.40450076E-03   8.34985543E-03   8.34969711E-03  -1.89617458E-05
       10809   5.40500041E-03   8.35043751E-03   8.35027918E-03  -1.89604252E-05
       10810   5.40550053E-03   8.35101958E-03   8.35086126E-03  -1.89591028E-05
       10811   5.40600065E-03   8.35160166E-03   8.35144427E-03  -1.88462636E-05
       10812   5.40650077E-03   8.35218374E-03   8.35202634E-03  -1.88449503E-05
       10813   5.40700043E-03   8.35276581E-03   8.35260842E-03  -1.88436370E-05
       10814   5.40750055E-03   8.35334789E-03   8.35319143E-03  -1.87308287E-05
       10815   5.40800067E-03   8.35392997E-03   8.35377350E-03  -1.87295227E-05
       10816   5.40850079E-03   8.35451204E-03   8.35435651E-03  -1.86167381E-05
       10817   5.40900044E-03   8.35509412E-03   8.35493859E-03  -1.86154411E-05
       10818   5.40950056E-03   8.35567620E-03   8.35551973E-03  -1.87256082E-05
       10819   5.41000068E-03   8.35625827E-03   8.35610274E-03  -1.86128473E-05
       10820   5.41050080E-03   8.35684035E-03   8.35668389E-03  -1.87229998E-05
       10821   5.41100046E-03   8.35742243E-03   8.35726690E-03  -1.86102552E-05
       10822   5.41150058E-03   8.35800450E-03   8.35784897E-03  -1.86089583E-05
       10823   5.41200070E-03   8.35858658E-03   8.35843198E-03  -1.84962373E-05
       10824   5.41250082E-03   8.35916866E-03   8.35901406E-03  -1.84949495E-05
       10825   5.41300047E-03   8.35975073E-03   8.35959520E-03  -1.86050711E-05
       10826   5.41350059E-03   8.36033281E-03   8.36017728E-03  -1.86037760E-05
       10827   5.41400071E-03   8.36091489E-03   8.36075842E-03  -1.87138758E-05
       10828   5.41450083E-03   8.36149696E-03   8.36134143E-03  -1.86011857E-05
       10829   5.41500049E-03   8.36207904E-03   8.36192351E-03  -1.85998906E-05
       10830   5.41550061E-03   8.36266112E-03   8.36250372E-03  -1.88213380E-05
       10831   5.41600073E-03   8.36324319E-03   8.36308673E-03  -1.87086662E-05
       10832   5.41650038E-03   8.36382527E-03   8.36366881E-03  -1.87073638E-05
       10833   5.41700050E-03   8.36440735E-03   8.36425088E-03  -1.87060614E-05
       10834   5.41750062E-03   8.36498942E-03   8.36483203E-03  -1.88160993E-05
       10835   5.41800074E-03   8.36557150E-03   8.36541411E-03  -1.88147915E-05
       10836   5.41850040E-03   8.36615358E-03   8.36599525E-03  -1.89248058E-05
       10837   5.41900052E-03   8.36673565E-03   8.36657733E-03  -1.89234888E-05
       10838   5.41950064E-03   8.36731773E-03   8.36715940E-03  -1.89221737E-05
       10839   5.42000076E-03   8.36789981E-03   8.36774055E-03  -1.90321589E-05
       10840   5.42050041E-03   8.36848095E-03   8.36832263E-03  -1.89195434E-05
       10841   5.42100053E-03   8.36906210E-03   8.36890284E-03  -1.90295141E-05
       10842   5.42150065E-03   8.36964324E-03   8.36948492E-03  -1.89169150E-05
       10843   5.42200077E-03   8.37022439E-03   8.37006699E-03  -1.88043323E-05
       10844   5.42250043E-03   8.37080553E-03   8.37064814E-03  -1.88030263E-05
       10845   5.42300055E-03   8.37138668E-03   8.37122928E-03  -1.88017202E-05
       10846   5.42350067E-03   8.37196782E-03   8.37181043E-03  -1.88004160E-05
       10847   5.42400079E-03   8.37254897E-03   8.37239251E-03  -1.86878715E-05
       10848   5.42450044E-03   8.37313011E-03   8.37297458E-03  -1.85753415E-05
       10849   5.42500056E-03   8.37371126E-03   8.37355480E-03  -1.86852776E-05
       10850   5.42550068E-03   8.37429240E-03   8.37413687E-03  -1.85727640E-05
       10851   5.42600080E-03   8.37487355E-03   8.37471802E-03  -1.85714762E-05
       10852   5.42650046E-03   8.37545469E-03   8.37530009E-03  -1.84589862E-05
       10853   5.42700058E-03   8.37603584E-03   8.37588031E-03  -1.85688987E-05
       10854   5.42750070E-03   8.37661698E-03   8.37646145E-03  -1.85676108E-05
       10855   5.42800082E-03   8.37719813E-03   8.37704260E-03  -1.85663212E-05
       10856   5.42850047E-03   8.37777928E-03   8.37762374E-03  -1.85650333E-05
       10857   5.42900059E-03   8.37836042E-03   8.37820489E-03  -1.85637455E-05
       10858   5.42950071E-03   8.37894157E-03   8.37878603E-03  -1.85624594E-05
       10859   5.43000083E-03   8.37952271E-03   8.37936718E-03  -1.85611716E-05
       10860   5.43050049E-03   8.38010386E-03   8.37994833E-03  -1.85598838E-05
       10861   5.43100061E-03   8.38068500E-03   8.38052854E-03  -1.86697289E-05
       10862   5.43150073E-03   8.38126615E-03   8.38111062E-03  -1.85573099E-05
       10863   5.43200038E-03   8.38184729E-03   8.38169083E-03  -1.86671405E-05
       10864   5.43250050E-03   8.38242844E-03   8.38227104E-03  -1.87769529E-05
       10865   5.43300062E-03   8.38300958E-03   8.38285312E-03  -1.86645520E-05
       10866   5.43350074E-03   8.38359073E-03   8.38343333E-03  -1.87743499E-05
       10867   5.43400040E-03   8.38417187E-03   8.38401448E-03  -1.87730493E-05
       10868   5.43450052E-03   8.38475302E-03   8.38459469E-03  -1.88828253E-05
       10869   5.43500064E-03   8.38533416E-03   8.38517491E-03  -1.89925868E-05
       10870   5.43550076E-03   8.38591531E-03   8.38575698E-03  -1.88802078E-05
       10871   5.43600041E-03   8.38649645E-03   8.38633720E-03  -1.89899547E-05
       10872   5.43650053E-03   8.38707667E-03   8.38691834E-03  -1.88775939E-05
       10873   5.43700065E-03   8.38765688E-03   8.38749856E-03  -1.88762879E-05
       10874   5.43750077E-03   8.38823710E-03   8.38807877E-03  -1.88749818E-05
       10875   5.43800043E-03   8.38881731E-03   8.38865992E-03  -1.87626538E-05
       10876   5.43850055E-03   8.38939752E-03   8.38924013E-03  -1.87613550E-05
       10877   5.43900067E-03   8.38997774E-03   8.38982128E-03  -1.86490488E-05
       10878   5.43950079E-03   8.39055795E-03   8.39040149E-03  -1.86477591E-05
       10879   5.44000044E-03   8.39113817E-03   8.39098170E-03  -1.86464713E-05
       10880   5.44050056E-03   8.39171838E-03   8.39156099E-03  -1.87561673E-05
       10881   5.44100069E-03   8.39229859E-03   8.39214306E-03  -1.85329154E-05
       10882   5.44150081E-03   8.39287881E-03   8.39272328E-03  -1.85316330E-05
       10883   5.44200046E-03   8.39345902E-03   8.39330442E-03  -1.84193905E-05
       10884   5.44250058E-03   8.39403924E-03   8.39388371E-03  -1.85290719E-05
       10885   5.44300070E-03   8.39461945E-03   8.39446392E-03  -1.85277913E-05
       10886   5.44350082E-03   8.39519966E-03   8.39504506E-03  -1.84155706E-05
       10887   5.44400048E-03   8.39577988E-03   8.39562528E-03  -1.84142973E-05
       10888   5.44450060E-03   8.39636009E-03   8.39620456E-03  -1.85239496E-05
       10889   5.44500072E-03   8.39694031E-03   8.39678477E-03  -1.85226691E-05
       10890   5.44550084E-03   8.39752052E-03   8.39736592E-03  -1.84104811E-05
       10891   5.44600049E-03   8.39810073E-03   8.39794613E-03  -1.84092096E-05
       10892   5.44650061E-03   8.39868095E-03   8.39852542E-03  -1.85188310E-05
       10893   5.44700073E-03   8.39926116E-03   8.39910470E-03  -1.86284378E-05
       10894   5.44750039E-03   8.39984138E-03   8.39968584E-03  -1.85162717E-05
       10895   5.44800051E-03   8.40042159E-03   8.40026513E-03  -1.86258640E-05
       10896   5.44850063E-03   8.40100180E-03   8.40084534E-03  -1.86245779E-05
       10897   5.44900075E-03   8.40158202E-03   8.40142462E-03  -1.87341466E-05
       10898   5.44950040E-03   8.40216223E-03   8.40200484E-03  -1.87328515E-05
       10899   5.45000052E-03   8.40274245E-03   8.40258505E-03  -1.87315582E-05
       10900   5.45050064E-03   8.40332266E-03   8.40316527E-03  -1.87302649E-05
       10901   5.45100076E-03   8.40390287E-03   8.40374455E-03  -1.88397971E-05
       10902   5.45150042E-03   8.40448309E-03   8.40432476E-03  -1.88384965E-05
       10903   5.45200054E-03   8.40506330E-03   8.40490405E-03  -1.89480052E-05
       10904   5.45250066E-03   8.40564258E-03   8.40548333E-03  -1.89466991E-05
       10905   5.45300078E-03   8.40622187E-03   8.40606354E-03  -1.88345984E-05
       10906   5.45350043E-03   8.40680115E-03   8.40664376E-03  -1.87225160E-05
       10907   5.45400055E-03   8.40738043E-03   8.40722304E-03  -1.87212245E-05
       10908   5.45450067E-03   8.40795971E-03   8.40780232E-03  -1.87199348E-05
       10909   5.45500079E-03   8.40853900E-03   8.40838253E-03  -1.86078814E-05
       10910   5.45550045E-03   8.40911828E-03   8.40896275E-03  -1.84958444E-05
       10911   5.45600057E-03   8.40969756E-03   8.40954203E-03  -1.84945711E-05
       10912   5.45650069E-03   8.41027685E-03   8.41012131E-03  -1.84932960E-05
       10913   5.45700081E-03   8.41085613E-03   8.41070060E-03  -1.84920227E-05
       10914   5.45750046E-03   8.41143541E-03   8.41127988E-03  -1.84907494E-05
       10915   5.45800058E-03   8.41201469E-03   8.41185916E-03  -1.84894761E-05
       10916   5.45850070E-03   8.41259398E-03   8.41243844E-03  -1.84882028E-05
       10917   5.45900082E-03   8.41317326E-03   8.41301866E-03  -1.83762277E-05
       10918   5.45950048E-03   8.41375254E-03   8.41359794E-03  -1.83749635E-05
       10919   5.46000060E-03   8.41433182E-03   8.41417629E-03  -1.84843848E-05
       10920   5.46050072E-03   8.41491111E-03   8.41475558E-03  -1.84831115E-05
       10921   5.46100084E-03   8.41549039E-03   8.41533486E-03  -1.84818400E-05
       10922   5.46150049E-03   8.41606967E-03   8.41591414E-03  -1.84805667E-05
       10923   5.46200061E-03   8.41664895E-03   8.41649435E-03  -1.83686388E-05
       10924   5.46250073E-03   8.41722824E-03   8.41707364E-03  -1.83673747E-05
       10925   5.46300039E-03   8.41780752E-03   8.41765292E-03  -1.83661105E-05
       10926   5.46350051E-03   8.41838680E-03   8.41823127E-03  -1.84754808E-05
       10927   5.46400063E-03   8.41896608E-03   8.41881055E-03  -1.84742094E-05
       10928   5.46450075E-03   8.41954537E-03   8.41938984E-03  -1.84729379E-05
       10929   5.46500040E-03   8.42012465E-03   8.41996726E-03  -1.86928901E-05
       10930   5.46550052E-03   8.42070393E-03   8.42054747E-03  -1.85810004E-05
       10931   5.46600064E-03   8.42128322E-03   8.42112489E-03  -1.88009126E-05
       10932   5.46650076E-03   8.42186250E-03   8.42170604E-03  -1.85784447E-05
       10933   5.46700042E-03   8.42244178E-03   8.42228439E-03  -1.86877460E-05
       10934   5.46750054E-03   8.42302106E-03   8.42286367E-03  -1.86864618E-05
       10935   5.46800066E-03   8.42360035E-03   8.42344109E-03  -1.89063067E-05
       10936   5.46850078E-03   8.42417963E-03   8.42402037E-03  -1.89050061E-05
       10937   5.46900043E-03   8.42475798E-03   8.42459872E-03  -1.89037091E-05
       10938   5.46950055E-03   8.42533633E-03   8.42517707E-03  -1.89024104E-05
       10939   5.47000067E-03   8.42591468E-03   8.42575636E-03  -1.87905789E-05
       10940   5.47050079E-03   8.42649303E-03   8.42633471E-03  -1.87892892E-05
       10941   5.47100045E-03   8.42707139E-03   8.42691492E-03  -1.85669596E-05
       10942   5.47150057E-03   8.42764974E-03   8.42749234E-03  -1.86761972E-05
       10943   5.47200069E-03   8.42822809E-03   8.42807163E-03  -1.85644112E-05
       10944   5.47250081E-03   8.42880644E-03   8.42864998E-03  -1.85631379E-05
       10945   5.47300046E-03   8.42938479E-03   8.42922926E-03  -1.84513756E-05
       10946   5.47350058E-03   8.42996314E-03   8.42980761E-03  -1.84501096E-05
       10947   5.47400070E-03   8.43054149E-03   8.43038503E-03  -1.85593181E-05
       10948   5.47450082E-03   8.43111984E-03   8.43096338E-03  -1.85580448E-05
       10949   5.47500048E-03   8.43169820E-03   8.43154266E-03  -1.84463115E-05
       10950   5.47550060E-03   8.43227655E-03   8.43212102E-03  -1.84450473E-05
       10951   5.47600072E-03   8.43285490E-03   8.43269937E-03  -1.84437813E-05
       10952   5.47650084E-03   8.43343325E-03   8.43327772E-03  -1.84425171E-05
       10953   5.47700049E-03   8.43401160E-03   8.43385700E-03  -1.83308239E-05
       10954   5.47750061E-03   8.43458995E-03   8.43443349E-03  -1.85504086E-05
       10955   5.47800073E-03   8.43516830E-03   8.43501184E-03  -1.85491372E-05
       10956   5.47850039E-03   8.43574665E-03   8.43559019E-03  -1.85478657E-05
       10957   5.47900051E-03   8.43632501E-03   8.43616948E-03  -1.84361961E-05
       10958   5.47950063E-03   8.43690336E-03   8.43674783E-03  -1.84349319E-05
       10959   5.48000075E-03   8.43748171E-03   8.43732618E-03  -1.84336677E-05
       10960   5.48050040E-03   8.43806006E-03   8.43790360E-03  -1.85427798E-05
       10961   5.48100052E-03   8.43863841E-03   8.43848102E-03  -1.86518773E-05
       10962   5.48150064E-03   8.43921676E-03   8.43905937E-03  -1.86505986E-05
       10963   5.48200076E-03   8.43979511E-03   8.43963679E-03  -1.87596743E-05
       10964   5.48250042E-03   8.44037347E-03   8.44021514E-03  -1.87583883E-05
       10965   5.48300054E-03   8.44095182E-03   8.44079349E-03  -1.87571040E-05
       10966   5.48350066E-03   8.44153017E-03   8.44137184E-03  -1.87558180E-05
       10967   5.48400078E-03   8.44210852E-03   8.44195019E-03  -1.87545338E-05
       10968   5.48450043E-03   8.44268687E-03   8.44252761E-03  -1.88635640E-05
       10969   5.48500055E-03   8.44326429E-03   8.44310503E-03  -1.88622744E-05
       10970   5.48550067E-03   8.44384171E-03   8.44368339E-03  -1.87506830E-05
       10971   5.48600079E-03   8.44441913E-03   8.44425987E-03  -1.88596950E-05
       10972   5.48650045E-03   8.44499655E-03   8.44483823E-03  -1.87481201E-05
       10973   5.48700057E-03   8.44557397E-03   8.44541658E-03  -1.86365596E-05
       10974   5.48750069E-03   8.44615139E-03   8.44599493E-03  -1.85250155E-05
       10975   5.48800081E-03   8.44672881E-03   8.44657142E-03  -1.86340130E-05
       10976   5.48850046E-03   8.44730623E-03   8.44714977E-03  -1.85224835E-05
       10977   5.48900058E-03   8.44788365E-03   8.44772719E-03  -1.85212175E-05
       10978   5.48950071E-03   8.44846107E-03   8.44830461E-03  -1.85199515E-05
       10979   5.49000083E-03   8.44903849E-03   8.44888203E-03  -1.85186855E-05
       10980   5.49050048E-03   8.44961591E-03   8.44946038E-03  -1.84071960E-05
       10981   5.49100060E-03   8.45019333E-03   8.45003687E-03  -1.85161553E-05
       10982   5.49150072E-03   8.45077075E-03   8.45061522E-03  -1.84046803E-05
       10983   5.49200084E-03   8.45134817E-03   8.45119264E-03  -1.84034234E-05
       10984   5.49250050E-03   8.45192559E-03   8.45177006E-03  -1.84021646E-05
       10985   5.49300062E-03   8.45250301E-03   8.45234748E-03  -1.84009077E-05
       10986   5.49350074E-03   8.45308043E-03   8.45292397E-03  -1.85098306E-05
       10987   5.49400039E-03   8.45365785E-03   8.45350139E-03  -1.85085664E-05
       10988   5.49450051E-03   8.45423527E-03   8.45407788E-03  -1.86174675E-05
       10989   5.49500063E-03   8.45481269E-03   8.45465623E-03  -1.85060380E-05
       10990   5.49550075E-03   8.45539011E-03   8.45523365E-03  -1.85047738E-05
       10991   5.49600041E-03   8.45596753E-03   8.45581200E-03  -1.83933698E-05
       10992   5.49650053E-03   8.45654495E-03   8.45638756E-03  -1.86123816E-05
       10993   5.49700065E-03   8.45712237E-03   8.45696591E-03  -1.85009849E-05
       10994   5.49750077E-03   8.45769979E-03   8.45754240E-03  -1.86098405E-05
       10995   5.49800042E-03   8.45827721E-03   8.45811982E-03  -1.86085708E-05
       10996   5.49850054E-03   8.45885463E-03   8.45869631E-03  -1.87174046E-05
       10997   5.49900066E-03   8.45943205E-03   8.45927373E-03  -1.87161259E-05
       10998   5.49950078E-03   8.46000947E-03   8.45985021E-03  -1.88249378E-05
       10999   5.50000044E-03   8.46058689E-03   8.46042763E-03  -1.88236536E-05
       11000   5.50050056E-03   8.46116431E-03   8.46100412E-03  -1.89324437E-05
       11001   5.50100068E-03   8.46174080E-03   8.46158154E-03  -1.88210870E-05
       11002   5.50150080E-03   8.46231729E-03   8.46215803E-03  -1.88198046E-05
       11003   5.50200045E-03   8.46289378E-03   8.46273545E-03  -1.87084715E-05
       11004   5.50250057E-03   8.46347027E-03   8.46331194E-03  -1.87071964E-05
       11005   5.50300069E-03   8.46404675E-03   8.46388936E-03  -1.85958852E-05
       11006   5.50350081E-03   8.46462324E-03   8.46446492E-03  -1.87046480E-05
       11007   5.50400047E-03   8.46519973E-03   8.46504234E-03  -1.85933532E-05
       11008   5.50450059E-03   8.46577622E-03   8.46561883E-03  -1.85920853E-05
       11009   5.50500071E-03   8.46635271E-03   8.46619625E-03  -1.84808141E-05
       11010   5.50550083E-03   8.46692920E-03   8.46677274E-03  -1.84795554E-05
       11011   5.50600048E-03   8.46750569E-03   8.46735016E-03  -1.83683042E-05
       11012   5.50650060E-03   8.46808217E-03   8.46792571E-03  -1.84770397E-05
       11013   5.50700072E-03   8.46865866E-03   8.46850220E-03  -1.84757810E-05
       11014   5.50750084E-03   8.46923515E-03   8.46907869E-03  -1.84745240E-05
       11015   5.50800050E-03   8.46981164E-03   8.46965518E-03  -1.84732653E-05
       11016   5.50850062E-03   8.47038813E-03   8.47023260E-03  -1.83620541E-05
       11017   5.50900074E-03   8.47096462E-03   8.47080816E-03  -1.84707515E-05
       11018   5.50950039E-03   8.47154111E-03   8.47138464E-03  -1.84694945E-05
       11019   5.51000051E-03   8.47211760E-03   8.47196113E-03  -1.84682376E-05
       11020   5.51050063E-03   8.47269408E-03   8.47253762E-03  -1.84669807E-05
       11021   5.51100075E-03   8.47327057E-03   8.47311318E-03  -1.85756417E-05
       11022   5.51150041E-03   8.47384706E-03   8.47369060E-03  -1.84644687E-05
       11023   5.51200053E-03   8.47442355E-03   8.47426616E-03  -1.85731151E-05
       11024   5.51250065E-03   8.47500004E-03   8.47484358E-03  -1.84619566E-05
       11025   5.51300077E-03   8.47557653E-03   8.47541913E-03  -1.85705885E-05
       11026   5.51350042E-03   8.47615302E-03   8.47599562E-03  -1.85693243E-05
       11027   5.51400054E-03   8.47672950E-03   8.47657211E-03  -1.85680619E-05
       11028   5.51450066E-03   8.47730599E-03   8.47714767E-03  -1.86766647E-05
       11029   5.51500078E-03   8.47788248E-03   8.47772323E-03  -1.87852511E-05
       11030   5.51550044E-03   8.47845897E-03   8.47830065E-03  -1.86741236E-05
       11031   5.51600056E-03   8.47903546E-03   8.47887527E-03  -1.88925387E-05
       11032   5.51650068E-03   8.47961195E-03   8.47945176E-03  -1.88912545E-05
       11033   5.51700080E-03   8.48018751E-03   8.48002918E-03  -1.86703182E-05
       11034   5.51750045E-03   8.48076306E-03   8.48060474E-03  -1.86690504E-05
       11035   5.51800057E-03   8.48133862E-03   8.48118030E-03  -1.86677844E-05
       11036   5.51850069E-03   8.48191418E-03   8.48175585E-03  -1.86665166E-05
       11037   5.51900081E-03   8.48248973E-03   8.48233234E-03  -1.85554527E-05
       11038   5.51950047E-03   8.48306529E-03   8.48290790E-03  -1.85541940E-05
       11039   5.52000059E-03   8.48364085E-03   8.48348346E-03  -1.85529352E-05
       11040   5.52050071E-03   8.48421641E-03   8.48405901E-03  -1.85516765E-05
       11041   5.52100083E-03   8.48479196E-03   8.48463550E-03  -1.84406490E-05
       11042   5.52150048E-03   8.48536752E-03   8.48521106E-03  -1.84393994E-05
       11043   5.52200060E-03   8.48594308E-03   8.48578662E-03  -1.84381479E-05
       11044   5.52250072E-03   8.48651864E-03   8.48636217E-03  -1.84368982E-05
       11045   5.52300084E-03   8.48709419E-03   8.48693866E-03  -1.83259090E-05
       11046   5.52350050E-03   8.48766975E-03   8.48751422E-03  -1.83246666E-05
       11047   5.52400062E-03   8.48824531E-03   8.48808885E-03  -1.84331475E-05
       11048   5.52450074E-03   8.48882087E-03   8.48866440E-03  -1.84318978E-05
       11049   5.52500039E-03   8.48939642E-03   8.48923996E-03  -1.84306482E-05
       11050   5.52550051E-03   8.48997198E-03   8.48981645E-03  -1.83196971E-05
       11051   5.52600063E-03   8.49054754E-03   8.49039201E-03  -1.83184566E-05
       11052   5.52650075E-03   8.49112310E-03   8.49096756E-03  -1.83172142E-05
       11053   5.52700041E-03   8.49169865E-03   8.49154219E-03  -1.84256514E-05
       11054   5.52750053E-03   8.49227421E-03   8.49211775E-03  -1.84244018E-05
       11055   5.52800065E-03   8.49284977E-03   8.49269237E-03  -1.85328172E-05
       11056   5.52850077E-03   8.49342532E-03   8.49326793E-03  -1.85315621E-05
       11057   5.52900042E-03   8.49400088E-03   8.49384442E-03  -1.84206565E-05
       11058   5.52950054E-03   8.49457644E-03   8.49441905E-03  -1.85290501E-05
       11059   5.53000066E-03   8.49515200E-03   8.49499460E-03  -1.85277950E-05
       11060   5.53050078E-03   8.49572755E-03   8.49557016E-03  -1.85265399E-05
       11061   5.53100044E-03   8.49630311E-03   8.49614479E-03  -1.86349043E-05
       11062   5.53150056E-03   8.49687867E-03   8.49671941E-03  -1.87432524E-05
       11063   5.53200068E-03   8.49745423E-03   8.49729497E-03  -1.87419828E-05
       11064   5.53250080E-03   8.49802978E-03   8.49786960E-03  -1.88503109E-05
       11065   5.53300045E-03   8.49860534E-03   8.49844515E-03  -1.88490339E-05
       11066   5.53350057E-03   8.49917997E-03   8.49901978E-03  -1.88477588E-05
       11067   5.53400069E-03   8.49975459E-03   8.49959627E-03  -1.86273355E-05
       11068   5.53450081E-03   8.50032922E-03   8.50017089E-03  -1.86260768E-05
       11069   5.53500047E-03   8.50090384E-03   8.50074645E-03  -1.85152585E-05
       11070   5.53550059E-03   8.50147847E-03   8.50132015E-03  -1.86235593E-05
       11071   5.53600071E-03   8.50205310E-03   8.50189570E-03  -1.85127556E-05
       11072   5.53650083E-03   8.50262772E-03   8.50247033E-03  -1.85115041E-05
       11073   5.53700048E-03   8.50320235E-03   8.50304496E-03  -1.85102526E-05
       11074   5.53750060E-03   8.50377697E-03   8.50362051E-03  -1.83994798E-05
       11075   5.53800073E-03   8.50435160E-03   8.50419514E-03  -1.83982356E-05
       11076   5.53850085E-03   8.50492623E-03   8.50476976E-03  -1.83969933E-05
       11077   5.53900050E-03   8.50550085E-03   8.50534439E-03  -1.83957509E-05
       11078   5.53950062E-03   8.50607548E-03   8.50591902E-03  -1.83945085E-05
       11079   5.54000074E-03   8.50665011E-03   8.50649364E-03  -1.83932643E-05
       11080   5.54050039E-03   8.50722473E-03   8.50706827E-03  -1.83920220E-05
       11081   5.54100052E-03   8.50779936E-03   8.50764289E-03  -1.83907796E-05
       11082   5.54150064E-03   8.50837398E-03   8.50821752E-03  -1.83895390E-05
       11083   5.54200076E-03   8.50894861E-03   8.50879308E-03  -1.82788408E-05
       11084   5.54250041E-03   8.50952324E-03   8.50936770E-03  -1.82776057E-05
       11085   5.54300053E-03   8.51009786E-03   8.50994047E-03  -1.84952551E-05
       11086   5.54350065E-03   8.51067249E-03   8.51051509E-03  -1.84940054E-05
       11087   5.54400077E-03   8.51124711E-03   8.51108972E-03  -1.84927576E-05
       11088   5.54450043E-03   8.51182174E-03   8.51166435E-03  -1.84915079E-05
       11089   5.54500055E-03   8.51239637E-03   8.51223804E-03  -1.85996723E-05
       11090   5.54550067E-03   8.51297099E-03   8.51281267E-03  -1.85984172E-05
       11091   5.54600079E-03   8.51354562E-03   8.51338729E-03  -1.85971621E-05
       11092   5.54650044E-03   8.51412024E-03   8.51396285E-03  -1.84865166E-05
       11093   5.54700056E-03   8.51469487E-03   8.51453654E-03  -1.85946519E-05
       11094   5.54750068E-03   8.51526950E-03   8.51511117E-03  -1.85933968E-05
       11095   5.54800080E-03   8.51584412E-03   8.51568487E-03  -1.87015103E-05
       11096   5.54850046E-03   8.51641875E-03   8.51625856E-03  -1.88096074E-05
       11097   5.54900058E-03   8.51699337E-03   8.51683225E-03  -1.89176917E-05
       11098   5.54950070E-03   8.51756707E-03   8.51740688E-03  -1.88070717E-05
       11099   5.55000082E-03   8.51814076E-03   8.51798151E-03  -1.86964662E-05
       11100   5.55050047E-03   8.51871446E-03   8.51855520E-03  -1.86952075E-05
       11101   5.55100059E-03   8.51928815E-03   8.51912983E-03  -1.85846256E-05
       11102   5.55150071E-03   8.51986185E-03   8.51970445E-03  -1.84740584E-05
       11103   5.55200083E-03   8.52043554E-03   8.52027722E-03  -1.85821227E-05
       11104   5.55250049E-03   8.52100924E-03   8.52085184E-03  -1.84715700E-05
       11105   5.55300061E-03   8.52158293E-03   8.52142554E-03  -1.84703276E-05
       11106   5.55350073E-03   8.52215663E-03   8.52199923E-03  -1.84690834E-05
       11107   5.55400085E-03   8.52273032E-03   8.52257386E-03  -1.83585616E-05
       11108   5.55450050E-03   8.52330402E-03   8.52314662E-03  -1.84665969E-05
       11109   5.55500062E-03   8.52387771E-03   8.52372125E-03  -1.83560896E-05
       11110   5.55550074E-03   8.52445140E-03   8.52429494E-03  -1.83548545E-05
       11111   5.55600040E-03   8.52502510E-03   8.52486864E-03  -1.83536195E-05
       11112   5.55650052E-03   8.52559879E-03   8.52544140E-03  -1.84616274E-05
       11113   5.55700064E-03   8.52617249E-03   8.52601603E-03  -1.83511493E-05
       11114   5.55750076E-03   8.52674618E-03   8.52658972E-03  -1.83499142E-05
       11115   5.55800041E-03   8.52731988E-03   8.52716342E-03  -1.83486791E-05
       11116   5.55850053E-03   8.52789357E-03   8.52773618E-03  -1.84566579E-05
       11117   5.55900065E-03   8.52846727E-03   8.52831081E-03  -1.83462107E-05
       11118   5.55950077E-03   8.52904096E-03   8.52888450E-03  -1.83449774E-05
       11119   5.56000043E-03   8.52961466E-03   8.52945819E-03  -1.83437442E-05
       11120   5.56050055E-03   8.53018835E-03   8.53003096E-03  -1.84516939E-05
