   it           t(s)          Vm(V) V_analitica(V)      Error_relativo
          73   7.40000047E-03   1.03971716E-02   1.03618205E-02  -3.41167301E-03
          74   7.50000030E-03   1.04932003E-02   1.04577225E-02  -3.39249801E-03
          75   7.60000013E-03   1.05882678E-02   1.05526699E-02  -3.37335886E-03
          76   7.70000042E-03   1.06823854E-02   1.06466720E-02  -3.35442158E-03
          77   7.80000025E-03   1.07755614E-02   1.07397391E-02  -3.33549920E-03
          78   7.90000055E-03   1.08678062E-02   1.08318804E-02  -3.31666949E-03
          79   8.00000038E-03   1.09591279E-02   1.09231044E-02  -3.29792290E-03
          80   8.10000021E-03   1.10495370E-02   1.10134222E-02  -3.27916490E-03
          81   8.20000004E-03   1.11390417E-02   1.11028384E-02  -3.26072494E-03
          82   8.30000080E-03   1.12276515E-02   1.11913662E-02  -3.24225472E-03
          83   8.40000063E-03   1.13153746E-02   1.12790149E-02  -3.22366483E-03
          84   8.50000046E-03   1.14022205E-02   1.13657899E-02  -3.20528052E-03
          85   8.60000029E-03   1.14881983E-02   1.14517016E-02  -3.18700843E-03
          86   8.70000012E-03   1.15733165E-02   1.15367593E-02  -3.16875847E-03
          87   8.79999995E-03   1.16575835E-02   1.16209695E-02  -3.15068522E-03
          88   8.90000071E-03   1.17410077E-02   1.17043424E-02  -3.13261850E-03
          89   9.00000054E-03   1.18235974E-02   1.17868846E-02  -3.11471079E-03
          90   9.10000037E-03   1.19053610E-02   1.18686082E-02  -3.09663801E-03
          91   9.20000020E-03   1.19863078E-02   1.19495150E-02  -3.07902275E-03
          92   9.30000003E-03   1.20664444E-02   1.20296190E-02  -3.06122960E-03
          93   9.40000080E-03   1.21457800E-02   1.21089257E-02  -3.04356450E-03
          94   9.50000063E-03   1.22243222E-02   1.21874437E-02  -3.02594318E-03
          95   9.60000046E-03   1.23020792E-02   1.22651802E-02  -3.00843525E-03
          96   9.70000029E-03   1.23790586E-02   1.23421429E-02  -2.99103372E-03
          97   9.80000012E-03   1.24552678E-02   1.24183390E-02  -2.97373114E-03
          98   9.90000088E-03   1.25307152E-02   1.24937771E-02  -2.95652123E-03
          99   1.00000007E-02   1.26054082E-02   1.25684664E-02  -2.93924822E-03
         100   1.01000005E-02   1.26793543E-02   1.26424115E-02  -2.92213028E-03
         101   1.02000004E-02   1.27525609E-02   1.27156209E-02  -2.90508638E-03
         102   1.03000002E-02   1.28250355E-02   1.27881020E-02  -2.88811116E-03
         103   1.04000010E-02   1.28967855E-02   1.28598614E-02  -2.87127099E-03
         104   1.05000008E-02   1.29678175E-02   1.29309064E-02  -2.85448716E-03
         105   1.06000006E-02   1.30381389E-02   1.30012445E-02  -2.83775479E-03
         106   1.07000005E-02   1.31077571E-02   1.30708832E-02  -2.82106828E-03
         107   1.08000003E-02   1.31766796E-02   1.31398290E-02  -2.80449400E-03
         108   1.09000001E-02   1.32449130E-02   1.32080894E-02  -2.78795534E-03
         109   1.10000009E-02   1.33124636E-02   1.32756708E-02  -2.77144788E-03
         110   1.11000007E-02   1.33793391E-02   1.33425780E-02  -2.75517697E-03
         111   1.12000005E-02   1.34455459E-02   1.34088211E-02  -2.73885694E-03
         112   1.13000004E-02   1.35110905E-02   1.34744048E-02  -2.72262329E-03
         113   1.14000002E-02   1.35759795E-02   1.35393357E-02  -2.70647090E-03
         114   1.15000010E-02   1.36402193E-02   1.36036193E-02  -2.69046379E-03
         115   1.16000008E-02   1.37038175E-02   1.36672650E-02  -2.67445971E-03
         116   1.17000006E-02   1.37667796E-02   1.37302764E-02  -2.65859091E-03
         117   1.18000004E-02   1.38291121E-02   1.37926610E-02  -2.64278473E-03
         118   1.19000003E-02   1.38908206E-02   1.38544245E-02  -2.62703700E-03
         119   1.20000001E-02   1.39519125E-02   1.39155742E-02  -2.61134352E-03
         120   1.21000009E-02   1.40123935E-02   1.39761157E-02  -2.59570032E-03
         121   1.22000007E-02   1.40722692E-02   1.40360547E-02  -2.58010370E-03
         122   1.23000005E-02   1.41315470E-02   1.40953967E-02  -2.56468239E-03
         123   1.24000004E-02   1.41902314E-02   1.41541492E-02  -2.54923338E-03
         124   1.25000002E-02   1.42483292E-02   1.42123150E-02  -2.53401673E-03
         125   1.26000009E-02   1.43058458E-02   1.42699033E-02  -2.51876493E-03
         126   1.27000008E-02   1.43627878E-02   1.43269198E-02  -2.50354060E-03
         127   1.28000006E-02   1.44191599E-02   1.43833682E-02  -2.48840591E-03
         128   1.29000004E-02   1.44749684E-02   1.44392531E-02  -2.47348589E-03
         129   1.30000003E-02   1.45302191E-02   1.44945849E-02  -2.45845364E-03
         130   1.31000010E-02   1.45849166E-02   1.45493643E-02  -2.44356436E-03
         131   1.32000009E-02   1.46390675E-02   1.46035999E-02  -2.42868601E-03
         132   1.33000007E-02   1.46926772E-02   1.46572944E-02  -2.41400674E-03
         133   1.34000005E-02   1.47457505E-02   1.47104543E-02  -2.39939522E-03
         134   1.35000004E-02   1.47982929E-02   1.47630870E-02  -2.38472177E-03
         135   1.36000011E-02   1.48503100E-02   1.48151945E-02  -2.37023667E-03
         136   1.37000009E-02   1.49018066E-02   1.48667861E-02  -2.35562166E-03
         137   1.38000008E-02   1.49527881E-02   1.49178607E-02  -2.34131352E-03
         138   1.39000006E-02   1.50032602E-02   1.49684297E-02  -2.32693297E-03
         139   1.40000004E-02   1.50532275E-02   1.50184939E-02  -2.31272704E-03
         140   1.41000003E-02   1.51026957E-02   1.50680607E-02  -2.29856744E-03
         141   1.42000010E-02   1.51516683E-02   1.51171349E-02  -2.28439062E-03
         142   1.43000009E-02   1.52001521E-02   1.51657192E-02  -2.27044011E-03
         143   1.44000007E-02   1.52481506E-02   1.52138220E-02  -2.25640531E-03
         144   1.45000005E-02   1.52956694E-02   1.52614443E-02  -2.24259077E-03
         145   1.46000003E-02   1.53427124E-02   1.53085943E-02  -2.22868728E-03
         146   1.47000011E-02   1.53892851E-02   1.53552741E-02  -2.21493724E-03
         147   1.48000009E-02   1.54353920E-02   1.54014910E-02  -2.20115529E-03
         148   1.49000008E-02   1.54810380E-02   1.54472468E-02  -2.18752096E-03
         149   1.50000006E-02   1.55262277E-02   1.54925473E-02  -2.17397115E-03
         150   1.51000004E-02   1.55709656E-02   1.55373979E-02  -2.16044276E-03
         151   1.52000003E-02   1.56152556E-02   1.55818006E-02  -2.14705407E-03
         152   1.53000010E-02   1.56591032E-02   1.56257618E-02  -2.13374221E-03
         153   1.54000008E-02   1.57025121E-02   1.56692863E-02  -2.12044525E-03
         154   1.55000007E-02   1.57454871E-02   1.57123785E-02  -2.10716133E-03
         155   1.56000005E-02   1.57880317E-02   1.57550406E-02  -2.09400733E-03
         156   1.57000013E-02   1.58301517E-02   1.57972779E-02  -2.08098022E-03
         157   1.58000011E-02   1.58718508E-02   1.58390980E-02  -2.06784206E-03
         158   1.59000009E-02   1.59131326E-02   1.58804990E-02  -2.05494440E-03
         159   1.60000008E-02   1.59540009E-02   1.59214865E-02  -2.04216689E-03
         160   1.61000006E-02   1.59944613E-02   1.59620699E-02  -2.02927319E-03
         161   1.62000004E-02   1.60345174E-02   1.60022490E-02  -2.01649568E-03
         162   1.63000003E-02   1.60741732E-02   1.60420258E-02  -2.00394844E-03
         163   1.64000001E-02   1.61134321E-02   1.60814095E-02  -1.99128035E-03
         164   1.64999999E-02   1.61522981E-02   1.61203984E-02  -1.97883835E-03
         165   1.66000016E-02   1.61907747E-02   1.61590017E-02  -1.96627248E-03
         166   1.67000014E-02   1.62288677E-02   1.61972214E-02  -1.95381301E-03
         167   1.68000013E-02   1.62665788E-02   1.62350591E-02  -1.94145774E-03
         168   1.69000011E-02   1.63039137E-02   1.62725206E-02  -1.92920456E-03
         169   1.70000009E-02   1.63408741E-02   1.63096096E-02  -1.91693730E-03
         170   1.71000008E-02   1.63774658E-02   1.63463298E-02  -1.90476864E-03
         171   1.72000006E-02   1.64136905E-02   1.63826849E-02  -1.89258298E-03
         172   1.73000004E-02   1.64495539E-02   1.64186768E-02  -1.88060640E-03
         173   1.74000002E-02   1.64850578E-02   1.64543130E-02  -1.86849618E-03
         174   1.75000001E-02   1.65202077E-02   1.64895914E-02  -1.85670448E-03
         175   1.75999999E-02   1.65550057E-02   1.65245216E-02  -1.84477656E-03
         176   1.77000016E-02   1.65894553E-02   1.65591016E-02  -1.83305028E-03
         177   1.78000014E-02   1.66235603E-02   1.65933408E-02  -1.82118570E-03
         178   1.79000013E-02   1.66573245E-02   1.66272372E-02  -1.80951937E-03
         179   1.80000011E-02   1.66907515E-02   1.66607965E-02  -1.79793686E-03
         180   1.81000009E-02   1.67238433E-02   1.66940223E-02  -1.78632501E-03
         181   1.82000007E-02   1.67566054E-02   1.67269185E-02  -1.77479419E-03
         182   1.83000006E-02   1.67890396E-02   1.67594850E-02  -1.76345452E-03
         183   1.84000004E-02   1.68211497E-02   1.67917293E-02  -1.75208156E-03
         184   1.85000002E-02   1.68529376E-02   1.68236513E-02  -1.74078555E-03
         185   1.86000001E-02   1.68844089E-02   1.68552566E-02  -1.72956486E-03
         186   1.87000018E-02   1.69155654E-02   1.68865472E-02  -1.71841809E-03
         187   1.88000016E-02   1.69464089E-02   1.69175267E-02  -1.70723395E-03
         188   1.89000014E-02   1.69769451E-02   1.69481989E-02  -1.69612141E-03
         189   1.90000013E-02   1.70071758E-02   1.69785637E-02  -1.68518920E-03
         190   1.91000011E-02   1.70371048E-02   1.70086287E-02  -1.67421601E-03
         191   1.92000009E-02   1.70667339E-02   1.70383919E-02  -1.66342035E-03
         192   1.93000007E-02   1.70960668E-02   1.70678608E-02  -1.65258173E-03
         193   1.94000006E-02   1.71251055E-02   1.70970373E-02  -1.64169958E-03
         194   1.95000004E-02   1.71538536E-02   1.71259213E-02  -1.63099123E-03
         195   1.96000002E-02   1.71823148E-02   1.71545185E-02  -1.62034587E-03
         196   1.97000001E-02   1.72104910E-02   1.71828307E-02  -1.60976278E-03
         197   1.98000018E-02   1.72383860E-02   1.72108617E-02  -1.59924047E-03
         198   1.99000016E-02   1.72660016E-02   1.72386151E-02  -1.58867007E-03
         199   2.00000014E-02   1.72933415E-02   1.72660928E-02  -1.57815882E-03
         200   2.01000012E-02   1.73204076E-02   1.72932949E-02  -1.56781357E-03
