   it           t(s)          Vm(V) V_analitica(V)      Error_relativo
         347   3.48000019E-03   5.86634967E-03   5.86389424E-03  -4.18737414E-04
         348   3.49000026E-03   5.88048343E-03   5.87802287E-03  -4.18602373E-04
         349   3.50000034E-03   5.89460274E-03   5.89213846E-03  -4.18231764E-04
         350   3.51000018E-03   5.90870809E-03   5.90623822E-03  -4.18179465E-04
         351   3.52000026E-03   5.92279946E-03   5.92032541E-03  -4.17892297E-04
         352   3.53000034E-03   5.93687687E-03   5.93439816E-03  -4.17686009E-04
         353   3.54000018E-03   5.95093984E-03   5.94845647E-03  -4.17481700E-04
         354   3.55000026E-03   5.96498884E-03   5.96250035E-03  -4.17357456E-04
         355   3.56000033E-03   5.97902387E-03   5.97653119E-03  -4.17078874E-04
         356   3.57000018E-03   5.99304494E-03   5.99054806E-03  -4.16802563E-04
         357   3.58000025E-03   6.00705203E-03   6.00455049E-03  -4.16606112E-04
         358   3.59000033E-03   6.02104515E-03   6.01853849E-03  -4.16488940E-04
         359   3.60000017E-03   6.03502430E-03   6.03251345E-03  -4.16218827E-04
         360   3.61000025E-03   6.04898948E-03   6.04647398E-03  -4.16027964E-04
         361   3.62000032E-03   6.06294069E-03   6.06042007E-03  -4.15915827E-04
         362   3.63000017E-03   6.07687794E-03   6.07435312E-03  -4.15651739E-04
         363   3.64000024E-03   6.09080121E-03   6.08827220E-03  -4.15389834E-04
         364   3.65000032E-03   6.10471051E-03   6.10217685E-03  -4.15206421E-04
         365   3.66000016E-03   6.11860584E-03   6.11606706E-03  -4.15100978E-04
         366   3.67000024E-03   6.13248721E-03   6.12994423E-03  -4.14844922E-04
         367   3.68000031E-03   6.14635460E-03   6.14380697E-03  -4.14666807E-04
         368   3.69000016E-03   6.16020802E-03   6.15765667E-03  -4.14339156E-04
         369   3.70000023E-03   6.17404794E-03   6.17149239E-03  -4.14089329E-04
         370   3.71000031E-03   6.18787389E-03   6.18531322E-03  -4.13992209E-04
         371   3.72000015E-03   6.20168587E-03   6.19912148E-03  -4.13670990E-04
         372   3.73000023E-03   6.21548435E-03   6.21291483E-03  -4.13577043E-04
         373   3.74000031E-03   6.22926885E-03   6.22669561E-03  -4.13260015E-04
         374   3.75000015E-03   6.24303939E-03   6.24046195E-03  -4.13019938E-04
         375   3.76000023E-03   6.25679642E-03   6.25421526E-03  -4.12707333E-04
         376   3.77000030E-03   6.27053948E-03   6.26795413E-03  -4.12471330E-04
         377   3.78000014E-03   6.28426904E-03   6.28167856E-03  -4.12385591E-04
         378   3.79000022E-03   6.29798463E-03   6.29538996E-03  -4.12153138E-04
         379   3.80000030E-03   6.31168671E-03   6.30908832E-03  -4.11848712E-04
         380   3.81000014E-03   6.32537482E-03   6.32277224E-03  -4.11620218E-04
         381   3.82000022E-03   6.33904943E-03   6.33644219E-03  -4.11467103E-04
         382   3.83000029E-03   6.35271054E-03   6.35009864E-03  -4.11315530E-04
         383   3.84000037E-03   6.36635767E-03   6.36374205E-03  -4.11019078E-04
         384   3.85000021E-03   6.37999130E-03   6.37737149E-03  -4.10797831E-04
         385   3.86000029E-03   6.39361143E-03   6.39098743E-03  -4.10578388E-04
         386   3.87000036E-03   6.40721759E-03   6.40458940E-03  -4.10360779E-04
         387   3.88000021E-03   6.42081024E-03   6.41817925E-03  -4.09927190E-04
         388   3.89000028E-03   6.43438939E-03   6.43175328E-03  -4.09858476E-04
         389   3.90000036E-03   6.44795503E-03   6.44531474E-03  -4.09646338E-04
         390   3.91000044E-03   6.46150718E-03   6.45886268E-03  -4.09435917E-04
         391   3.92000005E-03   6.47504581E-03   6.47239806E-03  -4.09083324E-04
         392   3.93000012E-03   6.48857094E-03   6.48591761E-03  -4.09092143E-04
         393   3.94000020E-03   6.50208257E-03   6.49942504E-03  -4.08886786E-04
         394   3.95000027E-03   6.51558070E-03   6.51291944E-03  -4.08611580E-04
         395   3.96000035E-03   6.52906531E-03   6.52639987E-03  -4.08409716E-04
         396   3.97000043E-03   6.54253643E-03   6.53986679E-03  -4.08209569E-04
         397   3.98000004E-03   6.55599404E-03   6.55331975E-03  -4.08082153E-04
         398   3.99000011E-03   6.56943815E-03   6.56675920E-03  -4.07956075E-04
         399   4.00000019E-03   6.58286875E-03   6.58018561E-03  -4.07760584E-04
         400   4.01000027E-03   6.59628585E-03   6.59359898E-03  -4.07496060E-04
         401   4.02000034E-03   6.60968944E-03   6.60699932E-03  -4.07162937E-04
         402   4.03000042E-03   6.62307953E-03   6.62038568E-03  -4.06902371E-04
         403   4.04000049E-03   6.63645659E-03   6.63375854E-03  -4.06713865E-04
         404   4.05000011E-03   6.64982013E-03   6.64711837E-03  -4.06456849E-04
         405   4.06000018E-03   6.66317018E-03   6.66046375E-03  -4.06341598E-04
         406   4.07000026E-03   6.67650718E-03   6.67379703E-03  -4.06087958E-04
         407   4.08000033E-03   6.68983068E-03   6.68711634E-03  -4.05905856E-04
         408   4.09000041E-03   6.70314068E-03   6.70042261E-03  -4.05655737E-04
         409   4.10000049E-03   6.71643764E-03   6.71371585E-03  -4.05407423E-04
         410   4.11000010E-03   6.72972109E-03   6.72699558E-03  -4.05160885E-04
         411   4.12000017E-03   6.74299151E-03   6.74026133E-03  -4.05054336E-04
         412   4.13000025E-03   6.75624842E-03   6.75351499E-03  -4.04742081E-04
         413   4.14000032E-03   6.76949229E-03   6.76675420E-03  -4.04638355E-04
         414   4.15000040E-03   6.78272266E-03   6.77998178E-03  -4.04261024E-04
         415   4.16000048E-03   6.79593999E-03   6.79319492E-03  -4.04091639E-04
         416   4.17000009E-03   6.80914428E-03   6.80639502E-03  -4.03923710E-04
         417   4.18000016E-03   6.82233507E-03   6.81958161E-03  -4.03757207E-04
         418   4.19000024E-03   6.83551282E-03   6.83275564E-03  -4.03523940E-04
         419   4.20000032E-03   6.84867753E-03   6.84591616E-03  -4.03360405E-04
         420   4.21000039E-03   6.86182873E-03   6.85906410E-03  -4.03062440E-04
         421   4.22000047E-03   6.87496690E-03   6.87219854E-03  -4.02834150E-04
         422   4.23000008E-03   6.88809203E-03   6.88531995E-03  -4.02607518E-04
         423   4.24000015E-03   6.90120412E-03   6.89842692E-03  -4.02585109E-04
         424   4.25000023E-03   6.91430271E-03   6.91152178E-03  -4.02361358E-04
         425   4.26000031E-03   6.92738825E-03   6.92460500E-03  -4.01937374E-04
         426   4.27000038E-03   6.94046076E-03   6.93767285E-03  -4.01851488E-04
         427   4.28000046E-03   6.95352023E-03   6.95072999E-03  -4.01431578E-04
         428   4.29000007E-03   6.96656667E-03   6.96377270E-03  -4.01214667E-04
         429   4.30000015E-03   6.97960006E-03   6.97680097E-03  -4.01199621E-04
         430   4.31000022E-03   6.99262042E-03   6.98981853E-03  -4.00852179E-04
         431   4.32000030E-03   7.00562773E-03   7.00282212E-03  -4.00639809E-04
         432   4.33000037E-03   7.01862201E-03   7.01581361E-03  -4.00296150E-04
         433   4.34000045E-03   7.03160325E-03   7.02879066E-03  -4.00153367E-04
         434   4.35000006E-03   7.04457145E-03   7.04175560E-03  -3.99879500E-04
         435   4.36000014E-03   7.05752708E-03   7.05470657E-03  -3.99805489E-04
         436   4.37000021E-03   7.07046967E-03   7.06764543E-03  -3.99600656E-04
         437   4.38000029E-03   7.08339922E-03   7.08057173E-03  -3.99331504E-04
         438   4.39000037E-03   7.09631573E-03   7.09348544E-03  -3.98998382E-04
         439   4.40000044E-03   7.10921921E-03   7.10638519E-03  -3.98798351E-04
         440   4.41000052E-03   7.12211011E-03   7.11927144E-03  -3.98730568E-04
         441   4.42000013E-03   7.13498797E-03   7.13214604E-03  -3.98467848E-04
         442   4.43000020E-03   7.14785280E-03   7.14500761E-03  -3.98206786E-04
         443   4.44000028E-03   7.16070505E-03   7.15785613E-03  -3.98012431E-04
         444   4.45000036E-03   7.17354426E-03   7.17069115E-03  -3.97884491E-04
         445   4.46000043E-03   7.18637090E-03   7.18351454E-03  -3.97627970E-04
         446   4.47000051E-03   7.19918450E-03   7.19632488E-03  -3.97373107E-04
         447   4.48000012E-03   7.21198553E-03   7.20912218E-03  -3.97184456E-04
         448   4.49000020E-03   7.22477352E-03   7.22190598E-03  -3.97061696E-04
         449   4.50000027E-03   7.23754894E-03   7.23467814E-03  -3.96811258E-04
         450   4.51000035E-03   7.25031132E-03   7.24743726E-03  -3.96562449E-04
         451   4.52000042E-03   7.26306112E-03   7.26018287E-03  -3.96443502E-04
         452   4.53000050E-03   7.27579789E-03   7.27291685E-03  -3.96133546E-04
         453   4.54000011E-03   7.28852209E-03   7.28563778E-03  -3.95889307E-04
         454   4.55000019E-03   7.30123371E-03   7.29834521E-03  -3.95774230E-04
         455   4.56000026E-03   7.31393229E-03   7.31104100E-03  -3.95469106E-04
         456   4.57000034E-03   7.32661830E-03   7.32372375E-03  -3.95229348E-04
         457   4.58000042E-03   7.33929174E-03   7.33639346E-03  -3.95054580E-04
         458   4.59000049E-03   7.35195260E-03   7.34905107E-03  -3.94817704E-04
         459   4.60000010E-03   7.36460043E-03   7.36169564E-03  -3.94582341E-04
         460   4.61000018E-03   7.37723568E-03   7.37432716E-03  -3.94411618E-04
         461   4.62000025E-03   7.38985837E-03   7.38694659E-03  -3.94179107E-04
         462   4.63000033E-03   7.40246847E-03   7.39955390E-03  -3.93885100E-04
         463   4.64000041E-03   7.41506601E-03   7.41214724E-03  -3.93781287E-04
         464   4.65000048E-03   7.42765097E-03   7.42472988E-03  -3.93427559E-04
         465   4.66000009E-03   7.44022336E-03   7.43729807E-03  -3.93326191E-04
         466   4.67000017E-03   7.45278317E-03   7.44985463E-03  -3.93100810E-04
         467   4.68000025E-03   7.46533042E-03   7.46239861E-03  -3.92876827E-04
         468   4.69000032E-03   7.47786509E-03   7.47493003E-03  -3.92654270E-04
         469   4.70000040E-03   7.49038719E-03   7.48744840E-03  -3.92495305E-04
         470   4.71000047E-03   7.50289671E-03   7.49995559E-03  -3.92151211E-04
         471   4.72000008E-03   7.51539366E-03   7.51244882E-03  -3.91994952E-04
         472   4.73000016E-03   7.52787804E-03   7.52492994E-03  -3.91777954E-04
         473   4.74000024E-03   7.54035031E-03   7.53739802E-03  -3.91685899E-04
         474   4.75000031E-03   7.55281001E-03   7.54985539E-03  -3.91348003E-04
         475   4.76000039E-03   7.56525714E-03   7.56229972E-03  -3.91073467E-04
         476   4.77000047E-03   7.57769169E-03   7.57473102E-03  -3.90861998E-04
         477   4.78000054E-03   7.59011414E-03   7.58715020E-03  -3.90651840E-04
         478   4.79000015E-03   7.60252401E-03   7.59955635E-03  -3.90504283E-04
         479   4.80000023E-03   7.61492131E-03   7.61195039E-03  -3.90296686E-04
         480   4.81000030E-03   7.62730651E-03   7.62433279E-03  -3.90029280E-04
         481   4.82000038E-03   7.63967913E-03   7.63670169E-03  -3.89885361E-04
         482   4.83000046E-03   7.65203964E-03   7.64905894E-03  -3.89681634E-04
         483   4.84000053E-03   7.66438758E-03   7.66140455E-03  -3.89357621E-04
         484   4.85000014E-03   7.67672341E-03   7.67373666E-03  -3.89217370E-04
         485   4.86000022E-03   7.68904667E-03   7.68605573E-03  -3.89138790E-04
         486   4.87000030E-03   7.70135783E-03   7.69836409E-03  -3.88879562E-04
         487   4.88000037E-03   7.71365641E-03   7.71065941E-03  -3.88682209E-04
         488   4.89000045E-03   7.72594288E-03   7.72294262E-03  -3.88486078E-04
         489   4.90000052E-03   7.73821678E-03   7.73521420E-03  -3.88170767E-04
         490   4.91000013E-03   7.75047857E-03   7.74747226E-03  -3.88037442E-04
         491   4.92000021E-03   7.76272826E-03   7.75971869E-03  -3.87845095E-04
         492   4.93000029E-03   7.77496537E-03   7.77195301E-03  -3.87594075E-04
         493   4.94000036E-03   7.78719038E-03   7.78417429E-03  -3.87464097E-04
         494   4.95000044E-03   7.79940328E-03   7.79638533E-03  -3.87096166E-04
         495   4.96000051E-03   7.81160407E-03   7.80858239E-03  -3.86968575E-04
         496   4.97000013E-03   7.82379229E-03   7.82076828E-03  -3.86663334E-04
         497   4.98000020E-03   7.83596840E-03   7.83294067E-03  -3.86538071E-04
         498   4.99000028E-03   7.84813240E-03   7.84510095E-03  -3.86413769E-04
         499   5.00000035E-03   7.86028430E-03   7.85725098E-03  -3.86053289E-04
         500   5.01000043E-03   7.87242409E-03   7.86938798E-03  -3.85812920E-04
         501   5.02000051E-03   7.88455177E-03   7.88151100E-03  -3.85810301E-04
         502   5.03000012E-03   7.89666735E-03   7.89362378E-03  -3.85572232E-04
         503   5.04000019E-03   7.90877081E-03   7.90572353E-03  -3.85453342E-04
         504   5.05000027E-03   7.92086218E-03   7.91781209E-03  -3.85217718E-04
         505   5.06000035E-03   7.93294143E-03   7.92988855E-03  -3.84983403E-04
         506   5.07000042E-03   7.94500858E-03   7.94195291E-03  -3.84750369E-04
         507   5.08000050E-03   7.95706362E-03   7.95400515E-03  -3.84518644E-04
         508   5.09000011E-03   7.96910655E-03   7.96604529E-03  -3.84288200E-04
         509   5.10000018E-03   7.98113737E-03   7.97807239E-03  -3.84175830E-04
         510   5.11000026E-03   7.99315609E-03   7.99008831E-03  -3.83947772E-04
         511   5.12000034E-03   8.00516270E-03   8.00209306E-03  -3.83604551E-04
         512   5.13000041E-03   8.01715720E-03   8.01408384E-03  -3.83495440E-04
         513   5.14000049E-03   8.02913960E-03   8.02606437E-03  -3.83155042E-04
         514   5.15000056E-03   8.04111082E-03   8.03803280E-03  -3.82932136E-04
         515   5.16000018E-03   8.05306993E-03   8.04998819E-03  -3.82826198E-04
         516   5.17000025E-03   8.06501694E-03   8.06193240E-03  -3.82605591E-04
         517   5.18000033E-03   8.07695184E-03   8.07386357E-03  -3.82501603E-04
         518   5.19000040E-03   8.08887463E-03   8.08578450E-03  -3.82168015E-04
         519   5.20000048E-03   8.10078532E-03   8.09769239E-03  -3.81951075E-04
         520   5.21000056E-03   8.11268482E-03   8.10959004E-03  -3.81620397E-04
         521   5.22000017E-03   8.12457222E-03   8.12147465E-03  -3.81405960E-04
         522   5.23000024E-03   8.13644752E-03   8.13334528E-03  -3.81421851E-04
         523   5.24000032E-03   8.14831071E-03   8.14520661E-03  -3.81095073E-04
         524   5.25000039E-03   8.16016272E-03   8.15705676E-03  -3.80769779E-04
         525   5.26000047E-03   8.17200262E-03   8.16889293E-03  -3.80674115E-04
         526   5.27000055E-03   8.18383042E-03   8.18071794E-03  -3.80465382E-04
         527   5.28000016E-03   8.19564704E-03   8.19253176E-03  -3.80257785E-04
         528   5.29000023E-03   8.20745155E-03   8.20433348E-03  -3.80051351E-04
         529   5.30000031E-03   8.21924396E-03   8.21612310E-03  -3.79846053E-04
         530   5.31000039E-03   8.23102426E-03   8.22790153E-03  -3.79528676E-04
         531   5.32000046E-03   8.24279338E-03   8.23966693E-03  -3.79438861E-04
         532   5.33000054E-03   8.25455040E-03   8.25142115E-03  -3.79236968E-04
         533   5.34000015E-03   8.26629624E-03   8.26316420E-03  -3.79036122E-04
         534   5.35000023E-03   8.27802997E-03   8.27489514E-03  -3.78836441E-04
         535   5.36000030E-03   8.28975160E-03   8.28661397E-03  -3.78637866E-04
         536   5.37000038E-03   8.30146205E-03   8.29832163E-03  -3.78440338E-04
         537   5.38000045E-03   8.31316039E-03   8.31001904E-03  -3.78019729E-04
         538   5.39000053E-03   8.32484756E-03   8.32170248E-03  -3.77936638E-04
         539   5.40000014E-03   8.33652262E-03   8.33337568E-03  -3.77630757E-04
         540   5.41000022E-03   8.34818650E-03   8.34503490E-03  -3.77661170E-04
         541   5.42000029E-03   8.35983828E-03   8.35668389E-03  -3.77469056E-04
         542   5.43000037E-03   8.37147888E-03   8.36832169E-03  -3.77277989E-04
         543   5.44000044E-03   8.38310737E-03   8.37994833E-03  -3.76976823E-04
         544   5.45000052E-03   8.39472469E-03   8.39156099E-03  -3.77010059E-04
         545   5.46000013E-03   8.40632990E-03   8.40316527E-03  -3.76600248E-04
         546   5.47000021E-03   8.41792393E-03   8.41475464E-03  -3.76634940E-04
         547   5.48000028E-03   8.42950586E-03   8.42633471E-03  -3.76338401E-04
         548   5.49000036E-03   8.44107661E-03   8.43790267E-03  -3.76153592E-04
         549   5.50000044E-03   8.45263526E-03   8.44945852E-03  -3.75969801E-04
         550   5.51000051E-03   8.46418273E-03   8.46100412E-03  -3.75676929E-04
         551   5.52000059E-03   8.47571809E-03   8.47253762E-03  -3.75385367E-04
         552   5.53000020E-03   8.48724227E-03   8.48405901E-03  -3.75204894E-04
         553   5.54000027E-03   8.49875528E-03   8.49556923E-03  -3.75025440E-04
         554   5.55000035E-03   8.51025619E-03   8.50706827E-03  -3.74737458E-04
         555   5.56000043E-03   8.52174591E-03   8.51855520E-03  -3.74560128E-04
         556   5.57000050E-03   8.53322446E-03   8.53003096E-03  -3.74383759E-04
         557   5.58000058E-03   8.54469091E-03   8.54149461E-03  -3.74208408E-04
         558   5.59000019E-03   8.55614617E-03   8.55294801E-03  -3.73925082E-04
         559   5.60000027E-03   8.56759027E-03   8.56438838E-03  -3.73860559E-04
         560   5.61000034E-03   8.57902225E-03   8.57581943E-03  -3.73470830E-04
         561   5.62000042E-03   8.59044306E-03   8.58723745E-03  -3.73299612E-04
         562   5.63000049E-03   8.60185269E-03   8.59864429E-03  -3.73129325E-04
         563   5.64000057E-03   8.61325115E-03   8.61004088E-03  -3.72851762E-04
         564   5.65000018E-03   8.62463750E-03   8.62142444E-03  -3.72683542E-04
         565   5.66000026E-03   8.63601267E-03   8.63279775E-03  -3.72408307E-04
         566   5.67000033E-03   8.64737667E-03   8.64415895E-03  -3.72242066E-04
         567   5.68000041E-03   8.65872949E-03   8.65550898E-03  -3.72076727E-04
         568   5.69000049E-03   8.67007114E-03   8.66684783E-03  -3.71912320E-04
         569   5.70000056E-03   8.68140068E-03   8.67817458E-03  -3.71748843E-04
         570   5.71000017E-03   8.69271904E-03   8.68949201E-03  -3.71371862E-04
         571   5.72000025E-03   8.70402623E-03   8.70079640E-03  -3.71210452E-04
         572   5.73000032E-03   8.71532224E-03   8.71208962E-03  -3.71049973E-04
         573   5.74000040E-03   8.72660708E-03   8.72337166E-03  -3.70890368E-04
         574   5.75000048E-03   8.73788074E-03   8.73464346E-03  -3.70624999E-04
         575   5.76000055E-03   8.74914322E-03   8.74590222E-03  -3.70573835E-04
         576   5.77000016E-03   8.76039453E-03   8.75715259E-03  -3.70204099E-04
         577   5.78000024E-03   8.77163373E-03   8.76838807E-03  -3.70154594E-04
         578   5.79000032E-03   8.78286175E-03   8.77961423E-03  -3.69893445E-04
         579   5.80000039E-03   8.79407860E-03   8.79082922E-03  -3.69633432E-04
         580   5.81000047E-03   8.80528428E-03   8.80203303E-03  -3.69374553E-04
         581   5.82000054E-03   8.81647877E-03   8.81322473E-03  -3.69222515E-04
         582   5.83000015E-03   8.82766210E-03   8.82440712E-03  -3.68860172E-04
         583   5.84000023E-03   8.83883424E-03   8.83557647E-03  -3.68710113E-04
         584   5.85000031E-03   8.84999521E-03   8.84673558E-03  -3.68455570E-04
         585   5.86000038E-03   8.86114500E-03   8.85788258E-03  -3.68307316E-04
         586   5.87000046E-03   8.87228362E-03   8.86901934E-03  -3.68054869E-04
         587   5.88000054E-03   8.88341106E-03   8.88014492E-03  -3.67803499E-04
         588   5.89000061E-03   8.89452733E-03   8.89125932E-03  -3.67553206E-04
         589   5.90000022E-03   8.90563242E-03   8.90236255E-03  -3.67304019E-04
         590   5.91000030E-03   8.91672634E-03   8.91345460E-03  -3.67055909E-04
         591   5.92000037E-03   8.92781001E-03   8.92453548E-03  -3.66913242E-04
         592   5.93000045E-03   8.93888250E-03   8.93560611E-03  -3.66667111E-04
         593   5.94000053E-03   8.94994382E-03   8.94666370E-03  -3.66630324E-04
         594   5.95000060E-03   8.96099396E-03   8.95771291E-03  -3.66282038E-04
         595   5.96000021E-03   8.97203293E-03   8.96875001E-03  -3.66038963E-04
         596   5.97000029E-03   8.98306072E-03   8.97977408E-03  -3.66004446E-04
         597   5.98000037E-03   8.99407733E-03   8.99078976E-03  -3.65659624E-04
         598   5.99000044E-03   9.00508370E-03   9.00179334E-03  -3.65523010E-04
         599   6.00000052E-03   9.01607890E-03   9.01278574E-03  -3.65387212E-04
         600   6.01000059E-03   9.02706292E-03   9.02376790E-03  -3.65148939E-04
         601   6.02000020E-03   9.03803576E-03   9.03473794E-03  -3.65014828E-04
         602   6.03000028E-03   9.04899742E-03   9.04569868E-03  -3.64675478E-04
         603   6.04000036E-03   9.05994885E-03   9.05664638E-03  -3.64645995E-04
         604   6.05000043E-03   9.07088909E-03   9.06758383E-03  -3.64514271E-04
         605   6.06000051E-03   9.08181816E-03   9.07851197E-03  -3.64178093E-04
         606   6.07000059E-03   9.09273606E-03   9.08942800E-03  -3.63945641E-04
         607   6.08000020E-03   9.10364371E-03   9.10033286E-03  -3.63816565E-04
         608   6.09000027E-03   9.11454018E-03   9.11122654E-03  -3.63688217E-04
         609   6.10000035E-03   9.12542548E-03   9.12210997E-03  -3.63458501E-04
         610   6.11000042E-03   9.13629960E-03   9.13298316E-03  -3.63127765E-04
         611   6.12000050E-03   9.14716348E-03   9.14384425E-03  -3.63001978E-04
         612   6.13000058E-03   9.15801618E-03   9.15469509E-03  -3.62775201E-04
         613   6.14000019E-03   9.16885771E-03   9.16553568E-03  -3.62447725E-04
         614   6.15000026E-03   9.17968899E-03   9.17636417E-03  -3.62324499E-04
         615   6.16000034E-03   9.19050910E-03   9.18718334E-03  -3.61999177E-04
         616   6.17000042E-03   9.20131896E-03   9.19798948E-03  -3.61978920E-04
         617   6.18000049E-03   9.21211764E-03   9.20878630E-03  -3.61756771E-04
         618   6.19000057E-03   9.22290515E-03   9.21957195E-03  -3.61535611E-04
         619   6.20000018E-03   9.23368242E-03   9.23034735E-03  -3.61315353E-04
         620   6.21000025E-03   9.24444851E-03   9.24111065E-03  -3.61196842E-04
         621   6.22000033E-03   9.25520435E-03   9.25186463E-03  -3.60978331E-04
         622   6.23000041E-03   9.26594902E-03   9.26260836E-03  -3.60660197E-04
         623   6.24000048E-03   9.27668344E-03   9.27333906E-03  -3.60644568E-04
         624   6.25000056E-03   9.28740669E-03   9.28406138E-03  -3.60328355E-04
         625   6.26000063E-03   9.29811969E-03   9.29477159E-03  -3.60213773E-04
         626   6.27000025E-03   9.30882152E-03   9.30547249E-03  -3.59899626E-04
         627   6.28000032E-03   9.31951310E-03   9.31616034E-03  -3.59886588E-04
         628   6.29000040E-03   9.33019351E-03   9.32683889E-03  -3.59674275E-04
         629   6.30000047E-03   9.34086367E-03   9.33750719E-03  -3.59462807E-04
         630   6.31000055E-03   9.35152266E-03   9.34816431E-03  -3.59252270E-04
         631   6.32000063E-03   9.36217140E-03   9.35881119E-03  -3.59042606E-04
         632   6.33000024E-03   9.37280897E-03   9.36944690E-03  -3.58833815E-04
         633   6.34000031E-03   9.38343629E-03   9.38007236E-03  -3.58625926E-04
         634   6.35000039E-03   9.39405244E-03   9.39068664E-03  -3.58418911E-04
         635   6.36000047E-03   9.40465834E-03   9.40128975E-03  -3.58311867E-04
         636   6.37000054E-03   9.41525400E-03   9.41188447E-03  -3.58007470E-04
         637   6.38000062E-03   9.42583848E-03   9.42246802E-03  -3.57704208E-04
         638   6.39000023E-03   9.43641271E-03   9.43303946E-03  -3.57599522E-04
         639   6.40000030E-03   9.44697671E-03   9.44360159E-03  -3.57396813E-04
         640   6.41000038E-03   9.45752952E-03   9.45415255E-03  -3.57194949E-04
         641   6.42000046E-03   9.46807209E-03   9.46469139E-03  -3.57190816E-04
         642   6.43000053E-03   9.47860442E-03   9.47522279E-03  -3.56892124E-04
         643   6.44000061E-03   9.48912557E-03   9.48574208E-03  -3.56692704E-04
         644   6.45000022E-03   9.49963648E-03   9.49625112E-03  -3.56494100E-04
         645   6.46000030E-03   9.51013714E-03   9.50674992E-03  -3.56296339E-04
         646   6.47000037E-03   9.52062663E-03   9.51723661E-03  -3.56197328E-04
         647   6.48000045E-03   9.53110587E-03   9.52771492E-03  -3.55903321E-04
         648   6.49000052E-03   9.54157487E-03   9.53818206E-03  -3.55708064E-04
         649   6.50000060E-03   9.55203362E-03   9.54863895E-03  -3.55513563E-04
         650   6.51000021E-03   9.56248119E-03   9.55908559E-03  -3.55222495E-04
         651   6.52000029E-03   9.57291853E-03   9.56952106E-03  -3.55029770E-04
         652   6.53000036E-03   9.58334561E-03   9.57994536E-03  -3.54935095E-04
         653   6.54000044E-03   9.59376246E-03   9.59036127E-03  -3.54646705E-04
         654   6.55000051E-03   9.60416906E-03   9.60076507E-03  -3.54553398E-04
         655   6.56000059E-03   9.61456448E-03   9.61115956E-03  -3.54266871E-04
         656   6.57000020E-03   9.62494966E-03   9.62154288E-03  -3.54078133E-04
         657   6.58000028E-03   9.63532459E-03   9.63191595E-03  -3.53890209E-04
         658   6.59000035E-03   9.64568928E-03   9.64227878E-03  -3.53703042E-04
         659   6.60000043E-03   9.65604372E-03   9.65263136E-03  -3.53516662E-04
         660   6.61000051E-03   9.66638792E-03   9.66297369E-03  -3.53331037E-04
         661   6.62000058E-03   9.67672188E-03   9.67330579E-03  -3.53146199E-04
         662   6.63000066E-03   9.68704559E-03   9.68362670E-03  -3.53058334E-04
         663   6.64000027E-03   9.69735812E-03   9.69393831E-03  -3.52778850E-04
         664   6.65000034E-03   9.70766041E-03   9.70423874E-03  -3.52596340E-04
         665   6.66000042E-03   9.71795246E-03   9.71452892E-03  -3.52414587E-04
         666   6.67000050E-03   9.72823426E-03   9.72480979E-03  -3.52137809E-04
         667   6.68000057E-03   9.73850582E-03   9.73507948E-03  -3.51957657E-04
         668   6.69000065E-03   9.74876713E-03   9.74533986E-03  -3.51682655E-04
         669   6.70000026E-03   9.75901820E-03   9.75559000E-03  -3.51408613E-04
         670   6.71000034E-03   9.76925902E-03   9.76582896E-03  -3.51230905E-04
         671   6.72000041E-03   9.77948960E-03   9.77605768E-03  -3.51053954E-04
         672   6.73000049E-03   9.78970993E-03   9.78627615E-03  -3.50877730E-04
         673   6.74000056E-03   9.79992002E-03   9.79648530E-03  -3.50607123E-04
         674   6.75000064E-03   9.81011987E-03   9.80668422E-03  -3.50337476E-04
         675   6.76000025E-03   9.82030947E-03   9.81687196E-03  -3.50163638E-04
         676   6.77000033E-03   9.83048882E-03   9.82704945E-03  -3.49990529E-04
         677   6.78000040E-03   9.84065793E-03   9.83721856E-03  -3.49628739E-04
         678   6.79000048E-03   9.85081773E-03   9.84737463E-03  -3.49646434E-04
         679   6.80000056E-03   9.86096729E-03   9.85752326E-03  -3.49380949E-04
         680   6.81000063E-03   9.87110659E-03   9.86766070E-03  -3.49210779E-04
         681   6.82000024E-03   9.88123566E-03   9.87778790E-03  -3.49041336E-04
         682   6.83000032E-03   9.89135448E-03   9.88790486E-03  -3.48872563E-04
         683   6.84000039E-03   9.90146305E-03   9.89801157E-03  -3.48704518E-04
         684   6.85000047E-03   9.91156138E-03   9.90810990E-03  -3.48349131E-04
         685   6.86000055E-03   9.92164947E-03   9.91819613E-03  -3.48182686E-04
         686   6.87000062E-03   9.93172824E-03   9.92827304E-03  -3.48016882E-04
         687   6.88000023E-03   9.94179677E-03   9.93833970E-03  -3.47851805E-04
         688   6.89000031E-03   9.95185506E-03   9.94839519E-03  -3.47781053E-04
         689   6.90000039E-03   9.96190310E-03   9.95844230E-03  -3.47523688E-04
         690   6.91000046E-03   9.97194089E-03   9.96847823E-03  -3.47360678E-04
         691   6.92000054E-03   9.98196937E-03   9.97850485E-03  -3.47198307E-04
         692   6.93000061E-03   9.99198761E-03   9.98852216E-03  -3.46943358E-04
         693   6.94000022E-03   1.00019956E-02   9.99852829E-03  -3.46782443E-04
         694   6.95000030E-03   1.00119933E-02   1.00085260E-02  -3.46436020E-04
         695   6.96000038E-03   1.00219818E-02   1.00185107E-02  -3.46462592E-04
