   it           t(s)          Vm(V) V_analitica(V)      Error_relativo
        3891   7.78400106E-03   1.08160684E-02   1.08153624E-02  -6.52722010E-05
        3892   7.78600108E-03   1.08179050E-02   1.08171999E-02  -6.51750161E-05
        3893   7.78800109E-03   1.08197415E-02   1.08190365E-02  -6.51639566E-05
        3894   7.79000064E-03   1.08215772E-02   1.08208722E-02  -6.51528972E-05
        3895   7.79200066E-03   1.08234128E-02   1.08227087E-02  -6.50557922E-05
        3896   7.79400067E-03   1.08252484E-02   1.08245434E-02  -6.51308001E-05
        3897   7.79600069E-03   1.08270831E-02   1.08263772E-02  -6.52057934E-05
        3898   7.79800070E-03   1.08289178E-02   1.08282119E-02  -6.51947412E-05
        3899   7.80000072E-03   1.08307516E-02   1.08300466E-02  -6.50977090E-05
        3900   7.80200073E-03   1.08325854E-02   1.08318804E-02  -6.50866859E-05
        3901   7.80400075E-03   1.08344192E-02   1.08337142E-02  -6.50756701E-05
        3902   7.80600077E-03   1.08362520E-02   1.08355470E-02  -6.50646616E-05
        3903   7.80800078E-03   1.08380849E-02   1.08373798E-02  -6.50536604E-05
        3904   7.81000080E-03   1.08399177E-02   1.08392118E-02  -6.51285809E-05
        3905   7.81200081E-03   1.08417496E-02   1.08410437E-02  -6.51175797E-05
        3906   7.81400129E-03   1.08435815E-02   1.08428765E-02  -6.50206784E-05
        3907   7.81600084E-03   1.08454125E-02   1.08447075E-02  -6.50096990E-05
        3908   7.81800132E-03   1.08472435E-02   1.08465385E-02  -6.49987269E-05
        3909   7.82000087E-03   1.08490745E-02   1.08483694E-02  -6.49877547E-05
        3910   7.82200042E-03   1.08509045E-02   1.08501976E-02  -6.51484734E-05
        3911   7.82400090E-03   1.08527346E-02   1.08520268E-02  -6.52233139E-05
        3912   7.82600045E-03   1.08545637E-02   1.08538577E-02  -6.50407019E-05
        3913   7.82800093E-03   1.08563928E-02   1.08556869E-02  -6.50297443E-05
        3914   7.83000048E-03   1.08582219E-02   1.08575150E-02  -6.51045702E-05
        3915   7.83200096E-03   1.08600501E-02   1.08593442E-02  -6.50078437E-05
        3916   7.83400051E-03   1.08618783E-02   1.08611714E-02  -6.50826551E-05
        3917   7.83600099E-03   1.08637055E-02   1.08629987E-02  -6.50717047E-05
        3918   7.83800054E-03   1.08655328E-02   1.08648259E-02  -6.50607617E-05
        3919   7.84000102E-03   1.08673600E-02   1.08666541E-02  -6.49641079E-05
        3920   7.84200057E-03   1.08691864E-02   1.08684795E-02  -6.50388902E-05
        3921   7.84400105E-03   1.08710127E-02   1.08703058E-02  -6.50279617E-05
        3922   7.84600060E-03   1.08728381E-02   1.08721312E-02  -6.50170405E-05
        3923   7.84800109E-03   1.08746635E-02   1.08739566E-02  -6.50061265E-05
        3924   7.85000063E-03   1.08764889E-02   1.08757829E-02  -6.49095819E-05
        3925   7.85200112E-03   1.08783133E-02   1.08776065E-02  -6.49843205E-05
        3926   7.85400067E-03   1.08801378E-02   1.08794309E-02  -6.49734211E-05
        3927   7.85600115E-03   1.08819613E-02   1.08812544E-02  -6.49625290E-05
        3928   7.85800070E-03   1.08837849E-02   1.08830780E-02  -6.49516442E-05
        3929   7.86000118E-03   1.08856084E-02   1.08849024E-02  -6.48552013E-05
        3930   7.86200073E-03   1.08874310E-02   1.08867250E-02  -6.48443383E-05
        3931   7.86400121E-03   1.08892536E-02   1.08885476E-02  -6.48334899E-05
        3932   7.86600076E-03   1.08910762E-02   1.08903693E-02  -6.49081630E-05
        3933   7.86800124E-03   1.08928978E-02   1.08921910E-02  -6.48973073E-05
        3934   7.87000079E-03   1.08947195E-02   1.08940126E-02  -6.48864516E-05
        3935   7.87200127E-03   1.08965402E-02   1.08958334E-02  -6.48756104E-05
        3936   7.87400082E-03   1.08983610E-02   1.08976541E-02  -6.48647692E-05
        3937   7.87600130E-03   1.09001817E-02   1.08994739E-02  -6.49393842E-05
        3938   7.87800085E-03   1.09020015E-02   1.09012946E-02  -6.48431087E-05
        3939   7.88000133E-03   1.09038213E-02   1.09031126E-02  -6.50031361E-05
        3940   7.88200088E-03   1.09056402E-02   1.09049343E-02  -6.47360648E-05
        3941   7.88400043E-03   1.09074591E-02   1.09067513E-02  -6.48960558E-05
        3942   7.88600091E-03   1.09092779E-02   1.09085701E-02  -6.48852365E-05
        3943   7.88800046E-03   1.09110959E-02   1.09103881E-02  -6.48744244E-05
        3944   7.89000094E-03   1.09129138E-02   1.09122060E-02  -6.48636196E-05
        3945   7.89200049E-03   1.09147308E-02   1.09140230E-02  -6.48528221E-05
        3946   7.89400097E-03   1.09165478E-02   1.09158391E-02  -6.49273497E-05
        3947   7.89600052E-03   1.09183649E-02   1.09176561E-02  -6.49165449E-05
        3948   7.89800100E-03   1.09201809E-02   1.09194731E-02  -6.48204514E-05
        3949   7.90000055E-03   1.09219970E-02   1.09212892E-02  -6.48096684E-05
        3950   7.90200103E-03   1.09238122E-02   1.09231044E-02  -6.47989000E-05
        3951   7.90400058E-03   1.09256273E-02   1.09249204E-02  -6.47028792E-05
        3952   7.90600106E-03   1.09274425E-02   1.09267356E-02  -6.46921326E-05
        3953   7.90800061E-03   1.09292567E-02   1.09285498E-02  -6.46813933E-05
        3954   7.91000109E-03   1.09310709E-02   1.09303640E-02  -6.46706612E-05
        3955   7.91200064E-03   1.09328851E-02   1.09321782E-02  -6.46599292E-05
        3956   7.91400112E-03   1.09346984E-02   1.09339906E-02  -6.47343841E-05
        3957   7.91600067E-03   1.09365117E-02   1.09358048E-02  -6.46384797E-05
        3958   7.91800115E-03   1.09383240E-02   1.09376162E-02  -6.47129273E-05
        3959   7.92000070E-03   1.09401364E-02   1.09394286E-02  -6.47022025E-05
        3960   7.92200118E-03   1.09419487E-02   1.09412409E-02  -6.46914850E-05
        3961   7.92400073E-03   1.09437602E-02   1.09430524E-02  -6.46807821E-05
        3962   7.92600121E-03   1.09455716E-02   1.09448619E-02  -6.48402711E-05
        3963   7.92800076E-03   1.09473821E-02   1.09466743E-02  -6.46593762E-05
        3964   7.93000124E-03   1.09491926E-02   1.09484838E-02  -6.47337583E-05
        3965   7.93200079E-03   1.09510031E-02   1.09502953E-02  -6.46379995E-05
        3966   7.93400127E-03   1.09528126E-02   1.09521039E-02  -6.47123597E-05
        3967   7.93600082E-03   1.09546222E-02   1.09539153E-02  -6.45316104E-05
        3968   7.93800130E-03   1.09564308E-02   1.09557221E-02  -6.46909903E-05
        3969   7.94000085E-03   1.09582394E-02   1.09575316E-02  -6.45953114E-05
        3970   7.94200134E-03   1.09600481E-02   1.09593393E-02  -6.46696353E-05
        3971   7.94400088E-03   1.09618558E-02   1.09611489E-02  -6.44890242E-05
        3972   7.94600043E-03   1.09636635E-02   1.09629557E-02  -6.45633481E-05
        3973   7.94800092E-03   1.09654712E-02   1.09647634E-02  -6.45527107E-05
        3974   7.95000046E-03   1.09672779E-02   1.09665701E-02  -6.45420732E-05
        3975   7.95200095E-03   1.09690847E-02   1.09683750E-02  -6.47012712E-05
        3976   7.95400050E-03   1.09708905E-02   1.09701818E-02  -6.46057160E-05
        3977   7.95600098E-03   1.09726964E-02   1.09719867E-02  -6.46799745E-05
        3978   7.95800053E-03   1.09745022E-02   1.09737944E-02  -6.44995816E-05
        3979   7.96000101E-03   1.09763071E-02   1.09755993E-02  -6.44889733E-05
        3980   7.96200056E-03   1.09781120E-02   1.09774042E-02  -6.44783722E-05
        3981   7.96400104E-03   1.09799160E-02   1.09792072E-02  -6.45526088E-05
        3982   7.96600059E-03   1.09817199E-02   1.09810112E-02  -6.45420077E-05
        3983   7.96800107E-03   1.09835239E-02   1.09828152E-02  -6.45314067E-05
        3984   7.97000062E-03   1.09853270E-02   1.09846182E-02  -6.45208129E-05
        3985   7.97200110E-03   1.09871300E-02   1.09864213E-02  -6.45102191E-05
        3986   7.97400065E-03   1.09889321E-02   1.09882234E-02  -6.44996398E-05
        3987   7.97600113E-03   1.09907342E-02   1.09900255E-02  -6.44890679E-05
        3988   7.97800068E-03   1.09925363E-02   1.09918285E-02  -6.43937601E-05
        3989   7.98000116E-03   1.09943375E-02   1.09936278E-02  -6.45526525E-05
        3990   7.98200071E-03   1.09961387E-02   1.09954309E-02  -6.43726598E-05
        3991   7.98400119E-03   1.09979399E-02   1.09972311E-02  -6.44468091E-05
        3992   7.98600074E-03   1.09997401E-02   1.09990323E-02  -6.43515814E-05
        3993   7.98800122E-03   1.10015403E-02   1.10008307E-02  -6.45103864E-05
        3994   7.99000077E-03   1.10033397E-02   1.10026309E-02  -6.44151805E-05
        3995   7.99200125E-03   1.10051390E-02   1.10044312E-02  -6.43200110E-05
        3996   7.99400080E-03   1.10069383E-02   1.10062286E-02  -6.44787433E-05
        3997   7.99600128E-03   1.10087367E-02   1.10080279E-02  -6.43836029E-05
        3998   7.99800083E-03   1.10105351E-02   1.10098263E-02  -6.43730818E-05
        3999   8.00000131E-03   1.10123325E-02   1.10116238E-02  -6.43625754E-05
        4000   8.00200086E-03   1.10141300E-02   1.10134222E-02  -6.42675077E-05
        4001   8.00400134E-03   1.10159274E-02   1.10152196E-02  -6.42570158E-05
        4002   8.00600089E-03   1.10177239E-02   1.10170143E-02  -6.44156171E-05
        4003   8.00800044E-03   1.10195205E-02   1.10188127E-02  -6.42360610E-05
        4004   8.01000092E-03   1.10213170E-02   1.10206073E-02  -6.43946187E-05
        4005   8.01200047E-03   1.10231126E-02   1.10224029E-02  -6.43841267E-05
        4006   8.01400095E-03   1.10249082E-02   1.10241985E-02  -6.43736421E-05
        4007   8.01600050E-03   1.10267028E-02   1.10259932E-02  -6.43631647E-05
        4008   8.01800098E-03   1.10284975E-02   1.10277878E-02  -6.43526873E-05
        4009   8.02000053E-03   1.10302921E-02   1.10295834E-02  -6.42577725E-05
        4010   8.02200101E-03   1.10320859E-02   1.10313762E-02  -6.43317544E-05
        4011   8.02400056E-03   1.10338796E-02   1.10331699E-02  -6.43212989E-05
        4012   8.02600104E-03   1.10356724E-02   1.10349627E-02  -6.43108506E-05
        4013   8.02800059E-03   1.10374652E-02   1.10367555E-02  -6.43004023E-05
        4014   8.03000107E-03   1.10392580E-02   1.10385483E-02  -6.42899540E-05
        4015   8.03200062E-03   1.10410498E-02   1.10403420E-02  -6.41107981E-05
        4016   8.03400110E-03   1.10428417E-02   1.10421320E-02  -6.42690939E-05
        4017   8.03600065E-03   1.10446336E-02   1.10439239E-02  -6.42586674E-05
        4018   8.03800113E-03   1.10464245E-02   1.10457139E-02  -6.43325693E-05
        4019   8.04000068E-03   1.10482154E-02   1.10475058E-02  -6.42378291E-05
        4020   8.04200117E-03   1.10500054E-02   1.10492958E-02  -6.42274244E-05
        4021   8.04400072E-03   1.10517954E-02   1.10510858E-02  -6.42170198E-05
        4022   8.04600120E-03   1.10535854E-02   1.10528748E-02  -6.42908853E-05
        4023   8.04800075E-03   1.10553745E-02   1.10546649E-02  -6.41962324E-05
        4024   8.05000123E-03   1.10571636E-02   1.10564539E-02  -6.41858423E-05
        4025   8.05200078E-03   1.10589517E-02   1.10582421E-02  -6.41754596E-05
        4026   8.05400126E-03   1.10607399E-02   1.10600302E-02  -6.41650840E-05
        4027   8.05600081E-03   1.10625280E-02   1.10618183E-02  -6.41547158E-05
        4028   8.05800129E-03   1.10643152E-02   1.10636065E-02  -6.40601647E-05
        4029   8.06000084E-03   1.10661024E-02   1.10653918E-02  -6.42181622E-05
        4030   8.06200132E-03   1.10678896E-02   1.10671800E-02  -6.41236329E-05
        4031   8.06400087E-03   1.10696759E-02   1.10689662E-02  -6.41132865E-05
        4032   8.06600135E-03   1.10714622E-02   1.10707516E-02  -6.41870720E-05
        4033   8.06800090E-03   1.10732475E-02   1.10725379E-02  -6.40926082E-05
        4034   8.07000045E-03   1.10750329E-02   1.10743232E-02  -6.40822764E-05
        4035   8.07200093E-03   1.10768182E-02   1.10761067E-02  -6.42401210E-05
        4036   8.07400048E-03   1.10786026E-02   1.10778930E-02  -6.40616199E-05
        4037   8.07600096E-03   1.10803870E-02   1.10796755E-02  -6.42194282E-05
        4038   8.07800051E-03   1.10821705E-02   1.10814618E-02  -6.39569480E-05
        4039   8.08000099E-03   1.10839540E-02   1.10832434E-02  -6.41147271E-05
        4040   8.08200054E-03   1.10857375E-02   1.10850269E-02  -6.41044098E-05
        4041   8.08400102E-03   1.10875200E-02   1.10868094E-02  -6.40941071E-05
        4042   8.08600057E-03   1.10893026E-02   1.10885929E-02  -6.39998034E-05
        4043   8.08800105E-03   1.10910852E-02   1.10903736E-02  -6.41574807E-05
        4044   8.09000060E-03   1.10928668E-02   1.10921571E-02  -6.39792415E-05
        4045   8.09200108E-03   1.10946484E-02   1.10939378E-02  -6.40529179E-05
        4046   8.09400063E-03   1.10964291E-02   1.10957194E-02  -6.39587015E-05
        4047   8.09600111E-03   1.10982098E-02   1.10975001E-02  -6.39484351E-05
        4048   8.09800066E-03   1.10999905E-02   1.10992799E-02  -6.40220896E-05
        4049   8.10000114E-03   1.11017702E-02   1.11010596E-02  -6.40118305E-05
        4050   8.10200069E-03   1.11035500E-02   1.11028394E-02  -6.40015642E-05
        4051   8.10400117E-03   1.11053288E-02   1.11046191E-02  -6.39074424E-05
        4052   8.10600072E-03   1.11071076E-02   1.11063980E-02  -6.38972051E-05
        4053   8.10800120E-03   1.11088865E-02   1.11081768E-02  -6.38869751E-05
        4054   8.11000075E-03   1.11106643E-02   1.11099547E-02  -6.38767524E-05
        4055   8.11200123E-03   1.11124422E-02   1.11117316E-02  -6.39503487E-05
        4056   8.11400078E-03   1.11142201E-02   1.11135095E-02  -6.39401187E-05
        4057   8.11600126E-03   1.11159971E-02   1.11152865E-02  -6.39298960E-05
        4058   8.11800081E-03   1.11177741E-02   1.11170644E-02  -6.38358979E-05
        4059   8.12000129E-03   1.11195501E-02   1.11188395E-02  -6.39094651E-05
        4060   8.12200084E-03   1.11213261E-02   1.11206174E-02  -6.37317571E-05
        4061   8.12400132E-03   1.11231022E-02   1.11223906E-02  -6.39727950E-05
        4062   8.12600087E-03   1.11248773E-02   1.11241676E-02  -6.37951380E-05
        4063   8.12800135E-03   1.11266524E-02   1.11259408E-02  -6.39523860E-05
        4064   8.13000090E-03   1.11284275E-02   1.11277169E-02  -6.38584825E-05
        4065   8.13200045E-03   1.11302016E-02   1.11294910E-02  -6.38483034E-05
        4066   8.13400093E-03   1.11319758E-02   1.11312652E-02  -6.38381243E-05
        4067   8.13600048E-03   1.11337490E-02   1.11330384E-02  -6.38279598E-05
        4068   8.13800097E-03   1.11355223E-02   1.11348117E-02  -6.38177953E-05
        4069   8.14000051E-03   1.11372955E-02   1.11365840E-02  -6.38912679E-05
        4070   8.14200100E-03   1.11390678E-02   1.11383563E-02  -6.38810961E-05
        4071   8.14400055E-03   1.11408401E-02   1.11401295E-02  -6.37873309E-05
        4072   8.14600103E-03   1.11426115E-02   1.11419009E-02  -6.37771882E-05
        4073   8.14800058E-03   1.11443829E-02   1.11436723E-02  -6.37670528E-05
        4074   8.15000106E-03   1.11461543E-02   1.11454437E-02  -6.37569174E-05
        4075   8.15200061E-03   1.11479247E-02   1.11472150E-02  -6.36632394E-05
        4076   8.15400109E-03   1.11496951E-02   1.11489845E-02  -6.37366684E-05
        4077   8.15600064E-03   1.11514656E-02   1.11507541E-02  -6.38100755E-05
        4078   8.15800112E-03   1.11532351E-02   1.11525245E-02  -6.37164339E-05
        4079   8.16000067E-03   1.11550046E-02   1.11542940E-02  -6.37063276E-05
        4080   8.16200115E-03   1.11567732E-02   1.11560626E-02  -6.36962286E-05
        4081   8.16400070E-03   1.11585418E-02   1.11578321E-02  -6.36026598E-05
        4082   8.16600118E-03   1.11603104E-02   1.11595988E-02  -6.37595003E-05
        4083   8.16800073E-03   1.11620780E-02   1.11613674E-02  -6.36659533E-05
        4084   8.17000121E-03   1.11638457E-02   1.11631341E-02  -6.37393096E-05
        4085   8.17200076E-03   1.11656133E-02   1.11649018E-02  -6.37292178E-05
        4086   8.17400124E-03   1.11673800E-02   1.11666676E-02  -6.38025449E-05
        4087   8.17600079E-03   1.11691467E-02   1.11684352E-02  -6.37090561E-05
        4088   8.17800127E-03   1.11709125E-02   1.11702010E-02  -6.36989862E-05
        4089   8.18000082E-03   1.11726783E-02   1.11719677E-02  -6.36055483E-05
        4090   8.18200130E-03   1.11744441E-02   1.11737316E-02  -6.37622070E-05
        4091   8.18400085E-03   1.11762090E-02   1.11754984E-02  -6.35854522E-05
        4092   8.18600133E-03   1.11779738E-02   1.11772632E-02  -6.35754113E-05
        4093   8.18800088E-03   1.11797387E-02   1.11790271E-02  -6.36486948E-05
        4094   8.19000136E-03   1.11815026E-02   1.11807920E-02  -6.35553442E-05
        4095   8.19200091E-03   1.11832665E-02   1.11825550E-02  -6.36286131E-05
        4096   8.19400046E-03   1.11850295E-02   1.11843180E-02  -6.36185796E-05
        4097   8.19600094E-03   1.11867925E-02   1.11860801E-02  -6.36918194E-05
        4098   8.19800049E-03   1.11885555E-02   1.11878440E-02  -6.35985343E-05
        4099   8.20000097E-03   1.11903176E-02   1.11896060E-02  -6.35885153E-05
        4100   8.20200052E-03   1.11920796E-02   1.11913681E-02  -6.35785036E-05
        4101   8.20400100E-03   1.11938408E-02   1.11931302E-02  -6.34852913E-05
        4102   8.20600055E-03   1.11956019E-02   1.11948904E-02  -6.35585020E-05
        4103   8.20800103E-03   1.11973630E-02   1.11966515E-02  -6.35485048E-05
        4104   8.21000058E-03   1.11991232E-02   1.11984117E-02  -6.35385150E-05
        4105   8.21200106E-03   1.12008834E-02   1.12001728E-02  -6.34453681E-05
        4106   8.21400061E-03   1.12026436E-02   1.12019321E-02  -6.35185497E-05
        4107   8.21600109E-03   1.12044029E-02   1.12036914E-02  -6.35085744E-05
        4108   8.21800064E-03   1.12061622E-02   1.12054516E-02  -6.34154858E-05
        4109   8.22000112E-03   1.12079205E-02   1.12072080E-02  -6.35717442E-05
        4110   8.22200067E-03   1.12096788E-02   1.12089682E-02  -6.33955860E-05
        4111   8.22400115E-03   1.12114372E-02   1.12107247E-02  -6.35518008E-05
        4112   8.22600070E-03   1.12131946E-02   1.12124830E-02  -6.34587777E-05
        4113   8.22800118E-03   1.12149520E-02   1.12142395E-02  -6.35318866E-05
        4114   8.23000073E-03   1.12167094E-02   1.12159979E-02  -6.34388925E-05
        4115   8.23200122E-03   1.12184659E-02   1.12177534E-02  -6.35119868E-05
        4116   8.23400076E-03   1.12202223E-02   1.12195108E-02  -6.34190292E-05
        4117   8.23600125E-03   1.12219779E-02   1.12212654E-02  -6.34921089E-05
        4118   8.23800080E-03   1.12237334E-02   1.12230219E-02  -6.33991876E-05
        4119   8.24000128E-03   1.12254890E-02   1.12247774E-02  -6.33892705E-05
        4120   8.24200083E-03   1.12272436E-02   1.12265320E-02  -6.33793607E-05
        4121   8.24400131E-03   1.12289982E-02   1.12282867E-02  -6.33694581E-05
        4122   8.24600086E-03   1.12307528E-02   1.12300403E-02  -6.34424941E-05
        4123   8.24800134E-03   1.12325065E-02   1.12317940E-02  -6.34325916E-05
        4124   8.25000089E-03   1.12342602E-02   1.12335477E-02  -6.34226890E-05
        4125   8.25200137E-03   1.12360129E-02   1.12353014E-02  -6.33298914E-05
        4126   8.25400092E-03   1.12377657E-02   1.12370532E-02  -6.34028984E-05
        4127   8.25600047E-03   1.12395184E-02   1.12388059E-02  -6.33930104E-05
        4128   8.25800095E-03   1.12412702E-02   1.12405587E-02  -6.33002710E-05
        4129   8.26000050E-03   1.12430220E-02   1.12423105E-02  -6.32904121E-05
        4130   8.26200098E-03   1.12447739E-02   1.12440605E-02  -6.34462194E-05
        4131   8.26400053E-03   1.12465248E-02   1.12458132E-02  -6.32706942E-05
        4132   8.26600101E-03   1.12482756E-02   1.12475632E-02  -6.33436575E-05
        4133   8.26800056E-03   1.12500256E-02   1.12493131E-02  -6.33337986E-05
        4134   8.27000104E-03   1.12517755E-02   1.12510631E-02  -6.33239542E-05
        4135   8.27200059E-03   1.12535255E-02   1.12528130E-02  -6.33141026E-05
        4136   8.27400107E-03   1.12552745E-02   1.12545611E-02  -6.33870222E-05
        4137   8.27600062E-03   1.12570236E-02   1.12563111E-02  -6.32944284E-05
        4138   8.27800110E-03   1.12587726E-02   1.12580582E-02  -6.34500539E-05
        4139   8.28000065E-03   1.12605207E-02   1.12598082E-02  -6.32747688E-05
        4140   8.28200113E-03   1.12622688E-02   1.12615563E-02  -6.32649462E-05
        4141   8.28400068E-03   1.12640159E-02   1.12633035E-02  -6.32551310E-05
        4142   8.28600116E-03   1.12657631E-02   1.12650497E-02  -6.33279997E-05
        4143   8.28800071E-03   1.12675102E-02   1.12667959E-02  -6.34008466E-05
        4144   8.29000119E-03   1.12692565E-02   1.12685440E-02  -6.32257143E-05
        4145   8.29200074E-03   1.12710027E-02   1.12702893E-02  -6.32985611E-05
        4146   8.29400122E-03   1.12727489E-02   1.12720346E-02  -6.33713789E-05
        4147   8.29600077E-03   1.12744942E-02   1.12737808E-02  -6.32789597E-05
        4148   8.29800125E-03   1.12762395E-02   1.12755261E-02  -6.32691590E-05
        4149   8.30000080E-03   1.12779839E-02   1.12772705E-02  -6.32593728E-05
        4150   8.30200128E-03   1.12797283E-02   1.12790149E-02  -6.32495939E-05
        4151   8.30400083E-03   1.12814726E-02   1.12807592E-02  -6.32398151E-05
        4152   8.30600131E-03   1.12832161E-02   1.12825036E-02  -6.31474904E-05
        4153   8.30800086E-03   1.12849595E-02   1.12842461E-02  -6.32202718E-05
        4154   8.31000134E-03   1.12867029E-02   1.12859886E-02  -6.32930314E-05
        4155   8.31200089E-03   1.12884454E-02   1.12877320E-02  -6.32007432E-05
        4156   8.31400137E-03   1.12901879E-02   1.12894746E-02  -6.31909934E-05
        4157   8.31600092E-03   1.12919295E-02   1.12912161E-02  -6.31812436E-05
        4158   8.31800047E-03   1.12936711E-02   1.12929577E-02  -6.31715011E-05
        4159   8.32000095E-03   1.12954127E-02   1.12946983E-02  -6.32442243E-05
        4160   8.32200050E-03   1.12971533E-02   1.12964390E-02  -6.32344745E-05
        4161   8.32400098E-03   1.12988940E-02   1.12981796E-02  -6.32247320E-05
        4162   8.32600053E-03   1.13006346E-02   1.12999203E-02  -6.32149968E-05
        4163   8.32800101E-03   1.13023743E-02   1.13016600E-02  -6.32052615E-05
        4164   8.33000056E-03   1.13041140E-02   1.13033997E-02  -6.31955336E-05
        4165   8.33200105E-03   1.13058528E-02   1.13051385E-02  -6.31858202E-05
        4166   8.33400059E-03   1.13075916E-02   1.13068772E-02  -6.31760995E-05
        4167   8.33600108E-03   1.13093304E-02   1.13086151E-02  -6.32487499E-05
        4168   8.33800063E-03   1.13110682E-02   1.13103539E-02  -6.31566800E-05
        4169   8.34000111E-03   1.13128060E-02   1.13120908E-02  -6.32293159E-05
        4170   8.34200066E-03   1.13145439E-02   1.13138296E-02  -6.31372823E-05
        4171   8.34400114E-03   1.13162808E-02   1.13155665E-02  -6.31275907E-05
        4172   8.34600069E-03   1.13180177E-02   1.13173025E-02  -6.32001975E-05
        4173   8.34800117E-03   1.13197537E-02   1.13190385E-02  -6.31905059E-05
        4174   8.35000072E-03   1.13214897E-02   1.13207754E-02  -6.30985451E-05
        4175   8.35200120E-03   1.13232257E-02   1.13225114E-02  -6.30888680E-05
        4176   8.35400075E-03   1.13249607E-02   1.13242464E-02  -6.30791983E-05
        4177   8.35600123E-03   1.13266958E-02   1.13259815E-02  -6.30695358E-05
        4178   8.35800078E-03   1.13284308E-02   1.13277175E-02  -6.29776550E-05
        4179   8.36000126E-03   1.13301650E-02   1.13294506E-02  -6.30502254E-05
        4180   8.36200081E-03   1.13318991E-02   1.13311838E-02  -6.31227740E-05
        4181   8.36400129E-03   1.13336323E-02   1.13329180E-02  -6.30309369E-05
        4182   8.36600084E-03   1.13353655E-02   1.13346511E-02  -6.30212962E-05
        4183   8.36800132E-03   1.13370987E-02   1.13363834E-02  -6.30938230E-05
        4184   8.37000087E-03   1.13388309E-02   1.13381166E-02  -6.30020368E-05
        4185   8.37200135E-03   1.13405632E-02   1.13398489E-02  -6.29924107E-05
        4186   8.37400090E-03   1.13422954E-02   1.13415811E-02  -6.29827919E-05
        4187   8.37600138E-03   1.13440268E-02   1.13433124E-02  -6.29731730E-05
        4188   8.37800093E-03   1.13457581E-02   1.13450428E-02  -6.30456634E-05
        4189   8.38000048E-03   1.13474885E-02   1.13467742E-02  -6.29539645E-05
        4190   8.38200096E-03   1.13492189E-02   1.13485046E-02  -6.29443675E-05
        4191   8.38400051E-03   1.13509493E-02   1.13502340E-02  -6.30168288E-05
        4192   8.38600099E-03   1.13526788E-02   1.13519644E-02  -6.29251808E-05
        4193   8.38800054E-03   1.13544082E-02   1.13536939E-02  -6.29155984E-05
        4194   8.39000102E-03   1.13561377E-02   1.13554224E-02  -6.29880378E-05
        4195   8.39200057E-03   1.13578662E-02   1.13571519E-02  -6.28964408E-05
        4196   8.39400105E-03   1.13595948E-02   1.13588795E-02  -6.29688657E-05
        4197   8.39600060E-03   1.13613233E-02   1.13606080E-02  -6.29592832E-05
        4198   8.39800108E-03   1.13630509E-02   1.13623356E-02  -6.29497081E-05
        4199   8.40000063E-03   1.13647785E-02   1.13640642E-02  -6.28581838E-05
        4200   8.40200111E-03   1.13665052E-02   1.13657899E-02  -6.29305796E-05
        4201   8.40400066E-03   1.13682318E-02   1.13675166E-02  -6.29210190E-05
        4202   8.40600114E-03   1.13699585E-02   1.13692423E-02  -6.29933857E-05
        4203   8.40800069E-03   1.13716843E-02   1.13709690E-02  -6.29019196E-05
        4204   8.41000117E-03   1.13734100E-02   1.13726947E-02  -6.28923735E-05
        4205   8.41200072E-03   1.13751357E-02   1.13744205E-02  -6.28828275E-05
        4206   8.41400120E-03   1.13768606E-02   1.13761444E-02  -6.29551650E-05
        4207   8.41600075E-03   1.13785854E-02   1.13778710E-02  -6.27819027E-05
        4208   8.41800123E-03   1.13803092E-02   1.13795949E-02  -6.27723930E-05
        4209   8.42000078E-03   1.13820331E-02   1.13813179E-02  -6.28447233E-05
        4210   8.42200126E-03   1.13837570E-02   1.13830417E-02  -6.28352063E-05
        4211   8.42400081E-03   1.13854799E-02   1.13847656E-02  -6.27438858E-05
        4212   8.42600130E-03   1.13872029E-02   1.13864876E-02  -6.28161870E-05
        4213   8.42800085E-03   1.13889258E-02   1.13882106E-02  -6.28066846E-05
        4214   8.43000133E-03   1.13906479E-02   1.13899326E-02  -6.27971895E-05
        4215   8.43200088E-03   1.13923699E-02   1.13916537E-02  -6.28694543E-05
        4216   8.43400136E-03   1.13940910E-02   1.13933748E-02  -6.28599591E-05
        4217   8.43600091E-03   1.13958120E-02   1.13950968E-02  -6.27687259E-05
        4218   8.43800139E-03   1.13975331E-02   1.13968179E-02  -6.27592526E-05
        4219   8.44000094E-03   1.13992533E-02   1.13985389E-02  -6.26680703E-05
        4220   8.44200049E-03   1.14009734E-02   1.14002582E-02  -6.27403133E-05
        4221   8.44400097E-03   1.14026936E-02   1.14019774E-02  -6.28125345E-05
        4222   8.44600052E-03   1.14044128E-02   1.14036975E-02  -6.27213885E-05
        4223   8.44800100E-03   1.14061320E-02   1.14054149E-02  -6.28752532E-05
        4224   8.45000055E-03   1.14078512E-02   1.14071341E-02  -6.28657799E-05
        4225   8.45200103E-03   1.14095695E-02   1.14088533E-02  -6.27746776E-05
        4226   8.45400058E-03   1.14112878E-02   1.14105726E-02  -6.26835972E-05
        4227   8.45600106E-03   1.14130052E-02   1.14122890E-02  -6.27557747E-05
        4228   8.45800061E-03   1.14147225E-02   1.14140064E-02  -6.27463378E-05
        4229   8.46000109E-03   1.14164399E-02   1.14157246E-02  -6.26553083E-05
        4230   8.46200064E-03   1.14181563E-02   1.14174411E-02  -6.26458859E-05
