 # t  V  n  m  h  a  b  J
      0.00000000    -67.97600000      0.15580000      0.01000000      0.96500000      0.54040000      0.28850000      0.00000000
      0.01000000    -67.97594807      0.15580026      0.01001999      0.96500673      0.54040030      0.28850037      0.00000000
      0.02000000    -67.97589714      0.15580052      0.01003451      0.96501341      0.54040061      0.28850074      0.00000000
      0.03000000    -67.97584737      0.15580078      0.01004505      0.96502003      0.54040091      0.28850110      0.00000000
      0.04000000    -67.97579889      0.15580104      0.01005272      0.96502661      0.54040121      0.28850145      0.00000000
      0.05000000    -67.97575176      0.15580130      0.01005830      0.96503313      0.54040152      0.28850181      0.00000000
      0.06000000    -67.97570601      0.15580156      0.01006236      0.96503961      0.54040182      0.28850216      0.00000000
      0.07000000    -67.97566168      0.15580183      0.01006532      0.96504603      0.54040212      0.28850250      0.00000000
      0.08000000    -67.97561875      0.15580209      0.01006749      0.96505241      0.54040242      0.28850284      0.00000000
      0.09000000    -67.97557723      0.15580235      0.01006907      0.96505873      0.54040272      0.28850318      0.00000000
      0.10000000    -67.97553710      0.15580262      0.01007024      0.96506501      0.54040302      0.28850351      0.00000000
      0.11000000    -67.97549834      0.15580289      0.01007110      0.96507124      0.54040331      0.28850384      0.00000000
      0.12000000    -67.97546091      0.15580315      0.01007173      0.96507742      0.54040361      0.28850417      0.00000000
      0.13000000    -67.97542480      0.15580342      0.01007221      0.96508355      0.54040391      0.28850449      0.00000000
      0.14000000    -67.97538998      0.15580368      0.01007256      0.96508964      0.54040420      0.28850481      0.00000000
      0.15000000    -67.97535641      0.15580395      0.01007284      0.96509568      0.54040450      0.28850513      0.00000000
      0.16000000    -67.97532407      0.15580422      0.01007304      0.96510167      0.54040479      0.28850544      0.00000000
      0.17000000    -67.97529292      0.15580449      0.01007321      0.96510762      0.54040508      0.28850575      0.00000000
      0.18000000    -67.97526294      0.15580475      0.01007334      0.96511352      0.54040537      0.28850606      0.00000000
      0.19000000    -67.97523409      0.15580502      0.01007344      0.96511938      0.54040566      0.28850636      0.00000000
      0.20000000    -67.97520635      0.15580529      0.01007353      0.96512519      0.54040595      0.28850666      0.00000000
      0.21000000    -67.97517968      0.15580556      0.01007360      0.96513096      0.54040623      0.28850696      0.00000000
