 # t(ms)  V(mV)  h  n  h_T  I_inj(pA)
  0.00000000E+00 -7.00000000E+01  8.96193170E-01  5.52263204E-02  4.74258732E-02  2.00000000E+02
  1.00000000E-02 -6.99785974E+01  8.96192120E-01  5.52267667E-02  4.74258538E-02  2.00000000E+02
  2.00000000E-02 -6.99572083E+01  8.96188979E-01  5.52281007E-02  4.74257960E-02  2.00000000E+02
  3.00000000E-02 -6.99358326E+01  8.96183761E-01  5.52303147E-02  4.74256999E-02  2.00000000E+02
  4.00000000E-02 -6.99144703E+01  8.96176479E-01  5.52334013E-02  4.74255659E-02  2.00000000E+02
  5.00000000E-02 -6.98931213E+01  8.96167149E-01  5.52373530E-02  4.74253941E-02  2.00000000E+02
  6.00000000E-02 -6.98717856E+01  8.96155782E-01  5.52421626E-02  4.74251850E-02  2.00000000E+02
  7.00000000E-02 -6.98504631E+01  8.96142392E-01  5.52478228E-02  4.74249387E-02  2.00000000E+02
  8.00000000E-02 -6.98291539E+01  8.96126993E-01  5.52543263E-02  4.74246556E-02  2.00000000E+02
  9.00000000E-02 -6.98078578E+01  8.96109598E-01  5.52616660E-02  4.74243358E-02  2.00000000E+02
  1.00000000E-01 -6.97865747E+01  8.96090220E-01  5.52698350E-02  4.74239797E-02  2.00000000E+02
  1.10000000E-01 -6.97653048E+01  8.96068872E-01  5.52788262E-02  4.74235875E-02  2.00000000E+02
  1.20000000E-01 -6.97440478E+01  8.96045566E-01  5.52886326E-02  4.74231595E-02  2.00000000E+02
  1.30000000E-01 -6.97228037E+01  8.96020316E-01  5.52992475E-02  4.74226959E-02  2.00000000E+02
  1.40000000E-01 -6.97015726E+01  8.95993133E-01  5.53106641E-02  4.74221970E-02  2.00000000E+02
  1.50000000E-01 -6.96803543E+01  8.95964030E-01  5.53228756E-02  4.74216630E-02  2.00000000E+02
  1.60000000E-01 -6.96591488E+01  8.95933019E-01  5.53358754E-02  4.74210941E-02  2.00000000E+02
  1.70000000E-01 -6.96379560E+01  8.95900113E-01  5.53496570E-02  4.74204908E-02  2.00000000E+02
  1.80000000E-01 -6.96167760E+01  8.95865323E-01  5.53642138E-02  4.74198530E-02  2.00000000E+02
  1.90000000E-01 -6.95956086E+01  8.95828662E-01  5.53795393E-02  4.74191812E-02  2.00000000E+02
  2.00000000E-01 -6.95744538E+01  8.95790141E-01  5.53956271E-02  4.74184756E-02  2.00000000E+02
  2.10000000E-01 -6.95533115E+01  8.95749772E-01  5.54124711E-02  4.74177364E-02  2.00000000E+02
  2.20000000E-01 -6.95321817E+01  8.95707566E-01  5.54300647E-02  4.74169638E-02  2.00000000E+02
  2.30000000E-01 -6.95110644E+01  8.95663535E-01  5.54484020E-02  4.74161580E-02  2.00000000E+02
  2.40000000E-01 -6.94899595E+01  8.95617690E-01  5.54674767E-02  4.74153194E-02  2.00000000E+02
  2.50000000E-01 -6.94688669E+01  8.95570042E-01  5.54872827E-02  4.74144481E-02  2.00000000E+02
  2.60000000E-01 -6.94477866E+01  8.95520603E-01  5.55078140E-02  4.74135444E-02  2.00000000E+02
  2.70000000E-01 -6.94267186E+01  8.95469383E-01  5.55290647E-02  4.74126084E-02  2.00000000E+02
  2.80000000E-01 -6.94056627E+01  8.95416394E-01  5.55510289E-02  4.74116405E-02  2.00000000E+02
  2.90000000E-01 -6.93846190E+01  8.95361646E-01  5.55737006E-02  4.74106408E-02  2.00000000E+02
  3.00000000E-01 -6.93635874E+01  8.95305149E-01  5.55970742E-02  4.74096096E-02  2.00000000E+02
  3.10000000E-01 -6.93425678E+01  8.95246915E-01  5.56211439E-02  4.74085471E-02  2.00000000E+02
  3.20000000E-01 -6.93215602E+01  8.95186954E-01  5.56459040E-02  4.74074535E-02  2.00000000E+02
  3.30000000E-01 -6.93005645E+01  8.95125276E-01  5.56713489E-02  4.74063290E-02  2.00000000E+02
  3.40000000E-01 -6.92795808E+01  8.95061891E-01  5.56974730E-02  4.74051738E-02  2.00000000E+02
  3.50000000E-01 -6.92586088E+01  8.94996811E-01  5.57242708E-02  4.74039882E-02  2.00000000E+02
  3.60000000E-01 -6.92376486E+01  8.94930043E-01  5.57517369E-02  4.74027723E-02  2.00000000E+02
  3.70000000E-01 -6.92167002E+01  8.94861599E-01  5.57798659E-02  4.74015265E-02  2.00000000E+02
  3.80000000E-01 -6.91957634E+01  8.94791489E-01  5.58086524E-02  4.74002507E-02  2.00000000E+02
  3.90000000E-01 -6.91748383E+01  8.94719722E-01  5.58380911E-02  4.73989454E-02  2.00000000E+02
  4.00000000E-01 -6.91539247E+01  8.94646308E-01  5.58681768E-02  4.73976107E-02  2.00000000E+02
  4.10000000E-01 -6.91330227E+01  8.94571256E-01  5.58989043E-02  4.73962467E-02  2.00000000E+02
  4.20000000E-01 -6.91121321E+01  8.94494576E-01  5.59302684E-02  4.73948537E-02  2.00000000E+02
  4.30000000E-01 -6.90912529E+01  8.94416278E-01  5.59622641E-02  4.73934320E-02  2.00000000E+02
  4.40000000E-01 -6.90703851E+01  8.94336370E-01  5.59948864E-02  4.73919816E-02  2.00000000E+02
  4.50000000E-01 -6.90495286E+01  8.94254862E-01  5.60281302E-02  4.73905027E-02  2.00000000E+02
  4.60000000E-01 -6.90286833E+01  8.94171763E-01  5.60619906E-02  4.73889957E-02  2.00000000E+02
  4.70000000E-01 -6.90078493E+01  8.94087081E-01  5.60964627E-02  4.73874606E-02  2.00000000E+02
  4.80000000E-01 -6.89870264E+01  8.94000827E-01  5.61315417E-02  4.73858977E-02  2.00000000E+02
  4.90000000E-01 -6.89662145E+01  8.93913008E-01  5.61672227E-02  4.73843071E-02  2.00000000E+02
  5.00000000E-01 -6.89454138E+01  8.93823634E-01  5.62035011E-02  4.73826891E-02  2.00000000E+02
  5.10000000E-01 -6.89246240E+01  8.93732712E-01  5.62403722E-02  4.73810437E-02  2.00000000E+02
  5.20000000E-01 -6.89038451E+01  8.93640253E-01  5.62778312E-02  4.73793713E-02  2.00000000E+02
  5.30000000E-01 -6.88830771E+01  8.93546263E-01  5.63158736E-02  4.73776720E-02  2.00000000E+02
  5.40000000E-01 -6.88623199E+01  8.93450752E-01  5.63544948E-02  4.73759459E-02  2.00000000E+02
  5.50000000E-01 -6.88415735E+01  8.93353728E-01  5.63936903E-02  4.73741932E-02  2.00000000E+02
  5.60000000E-01 -6.88208379E+01  8.93255199E-01  5.64334557E-02  4.73724142E-02  2.00000000E+02
  5.70000000E-01 -6.88001128E+01  8.93155173E-01  5.64737864E-02  4.73706090E-02  2.00000000E+02
  5.80000000E-01 -6.87793984E+01  8.93053659E-01  5.65146782E-02  4.73687777E-02  2.00000000E+02
  5.90000000E-01 -6.87586945E+01  8.92950664E-01  5.65561267E-02  4.73669206E-02  2.00000000E+02
  6.00000000E-01 -6.87380012E+01  8.92846196E-01  5.65981276E-02  4.73650379E-02  2.00000000E+02
  6.10000000E-01 -6.87173182E+01  8.92740264E-01  5.66406766E-02  4.73631296E-02  2.00000000E+02
  6.20000000E-01 -6.86966457E+01  8.92632874E-01  5.66837696E-02  4.73611959E-02  2.00000000E+02
  6.30000000E-01 -6.86759834E+01  8.92524035E-01  5.67274023E-02  4.73592371E-02  2.00000000E+02
  6.40000000E-01 -6.86553315E+01  8.92413754E-01  5.67715707E-02  4.73572532E-02  2.00000000E+02
  6.50000000E-01 -6.86346897E+01  8.92302039E-01  5.68162706E-02  4.73552445E-02  2.00000000E+02
  6.60000000E-01 -6.86140581E+01  8.92188897E-01  5.68614981E-02  4.73532112E-02  2.00000000E+02
  6.70000000E-01 -6.85934367E+01  8.92074335E-01  5.69072491E-02  4.73511533E-02  2.00000000E+02
  6.80000000E-01 -6.85728252E+01  8.91958362E-01  5.69535196E-02  4.73490710E-02  2.00000000E+02
  6.90000000E-01 -6.85522238E+01  8.91840983E-01  5.70003058E-02  4.73469645E-02  2.00000000E+02
  7.00000000E-01 -6.85316323E+01  8.91722207E-01  5.70476037E-02  4.73448340E-02  2.00000000E+02
  7.10000000E-01 -6.85110507E+01  8.91602040E-01  5.70954095E-02  4.73426796E-02  2.00000000E+02
  7.20000000E-01 -6.84904789E+01  8.91480489E-01  5.71437194E-02  4.73405015E-02  2.00000000E+02
  7.30000000E-01 -6.84699168E+01  8.91357562E-01  5.71925297E-02  4.73382997E-02  2.00000000E+02
  7.40000000E-01 -6.84493645E+01  8.91233265E-01  5.72418365E-02  4.73360746E-02  2.00000000E+02
  7.50000000E-01 -6.84288218E+01  8.91107605E-01  5.72916363E-02  4.73338261E-02  2.00000000E+02
  7.60000000E-01 -6.84082888E+01  8.90980588E-01  5.73419253E-02  4.73315545E-02  2.00000000E+02
  7.70000000E-01 -6.83877652E+01  8.90852222E-01  5.73927000E-02  4.73292599E-02  2.00000000E+02
  7.80000000E-01 -6.83672511E+01  8.90722514E-01  5.74439567E-02  4.73269425E-02  2.00000000E+02
  7.90000000E-01 -6.83467465E+01  8.90591468E-01  5.74956919E-02  4.73246024E-02  2.00000000E+02
  8.00000000E-01 -6.83262512E+01  8.90459093E-01  5.75479021E-02  4.73222397E-02  2.00000000E+02
