 # t(ms)  V(mV)  h  n  h_T  I_inj(pA)
  0.00000000E+00 -7.00000000E+01  8.96193170E-01  5.52263204E-02  4.74258732E-02 -1.00000000E+02
  1.00000000E-02 -7.00085879E+01  8.96193592E-01  5.52261414E-02  4.74258810E-02 -1.00000000E+02
  2.00000000E-02 -7.00171704E+01  8.96194851E-01  5.52256068E-02  4.74259043E-02 -1.00000000E+02
  3.00000000E-02 -7.00257474E+01  8.96196941E-01  5.52247204E-02  4.74259433E-02 -1.00000000E+02
  4.00000000E-02 -7.00343190E+01  8.96199855E-01  5.52234856E-02  4.74259980E-02 -1.00000000E+02
  5.00000000E-02 -7.00428852E+01  8.96203586E-01  5.52219062E-02  4.74260683E-02 -1.00000000E+02
  6.00000000E-02 -7.00514459E+01  8.96208129E-01  5.52199855E-02  4.74261544E-02 -1.00000000E+02
  7.00000000E-02 -7.00600012E+01  8.96213475E-01  5.52177272E-02  4.74262562E-02 -1.00000000E+02
  8.00000000E-02 -7.00685509E+01  8.96219620E-01  5.52151348E-02  4.74263737E-02 -1.00000000E+02
  9.00000000E-02 -7.00770953E+01  8.96226555E-01  5.52122116E-02  4.74265071E-02 -1.00000000E+02
  1.00000000E-01 -7.00856341E+01  8.96234274E-01  5.52089610E-02  4.74266563E-02 -1.00000000E+02
  1.10000000E-01 -7.00941675E+01  8.96242771E-01  5.52053866E-02  4.74268214E-02 -1.00000000E+02
  1.20000000E-01 -7.01026954E+01  8.96252040E-01  5.52014916E-02  4.74270023E-02 -1.00000000E+02
  1.30000000E-01 -7.01112178E+01  8.96262074E-01  5.51972793E-02  4.74271992E-02 -1.00000000E+02
  1.40000000E-01 -7.01197347E+01  8.96272867E-01  5.51927531E-02  4.74274120E-02 -1.00000000E+02
  1.50000000E-01 -7.01282461E+01  8.96284413E-01  5.51879162E-02  4.74276408E-02 -1.00000000E+02
  1.60000000E-01 -7.01367521E+01  8.96296704E-01  5.51827719E-02  4.74278856E-02 -1.00000000E+02
  1.70000000E-01 -7.01452525E+01  8.96309735E-01  5.51773234E-02  4.74281465E-02 -1.00000000E+02
  1.80000000E-01 -7.01537475E+01  8.96323500E-01  5.51715738E-02  4.74284234E-02 -1.00000000E+02
  1.90000000E-01 -7.01622369E+01  8.96337993E-01  5.51655263E-02  4.74287164E-02 -1.00000000E+02
  2.00000000E-01 -7.01707208E+01  8.96353207E-01  5.51591840E-02  4.74290256E-02 -1.00000000E+02
  2.10000000E-01 -7.01791992E+01  8.96369137E-01  5.51525501E-02  4.74293509E-02 -1.00000000E+02
  2.20000000E-01 -7.01876721E+01  8.96385776E-01  5.51456275E-02  4.74296924E-02 -1.00000000E+02
  2.30000000E-01 -7.01961394E+01  8.96403118E-01  5.51384194E-02  4.74300501E-02 -1.00000000E+02
  2.40000000E-01 -7.02046012E+01  8.96421158E-01  5.51309286E-02  4.74304241E-02 -1.00000000E+02
  2.50000000E-01 -7.02130575E+01  8.96439889E-01  5.51231583E-02  4.74308144E-02 -1.00000000E+02
  2.60000000E-01 -7.02215083E+01  8.96459306E-01  5.51151114E-02  4.74312209E-02 -1.00000000E+02
  2.70000000E-01 -7.02299535E+01  8.96479403E-01  5.51067908E-02  4.74316438E-02 -1.00000000E+02
  2.80000000E-01 -7.02383932E+01  8.96500174E-01  5.50981994E-02  4.74320831E-02 -1.00000000E+02
  2.90000000E-01 -7.02468273E+01  8.96521613E-01  5.50893400E-02  4.74325388E-02 -1.00000000E+02
  3.00000000E-01 -7.02552559E+01  8.96543714E-01  5.50802156E-02  4.74330109E-02 -1.00000000E+02
  3.10000000E-01 -7.02636789E+01  8.96566472E-01  5.50708290E-02  4.74334995E-02 -1.00000000E+02
  3.20000000E-01 -7.02720964E+01  8.96589882E-01  5.50611829E-02  4.74340046E-02 -1.00000000E+02
  3.30000000E-01 -7.02805083E+01  8.96613937E-01  5.50512802E-02  4.74345262E-02 -1.00000000E+02
  3.40000000E-01 -7.02889146E+01  8.96638632E-01  5.50411235E-02  4.74350643E-02 -1.00000000E+02
  3.50000000E-01 -7.02973154E+01  8.96663961E-01  5.50307156E-02  4.74356191E-02 -1.00000000E+02
  3.60000000E-01 -7.03057106E+01  8.96689919E-01  5.50200593E-02  4.74361904E-02 -1.00000000E+02
  3.70000000E-01 -7.03141003E+01  8.96716501E-01  5.50091571E-02  4.74367784E-02 -1.00000000E+02
  3.80000000E-01 -7.03224843E+01  8.96743701E-01  5.49980117E-02  4.74373831E-02 -1.00000000E+02
  3.90000000E-01 -7.03308628E+01  8.96771513E-01  5.49866259E-02  4.74380044E-02 -1.00000000E+02
  4.00000000E-01 -7.03392357E+01  8.96799933E-01  5.49750020E-02  4.74386425E-02 -1.00000000E+02
  4.10000000E-01 -7.03476030E+01  8.96828954E-01  5.49631428E-02  4.74392974E-02 -1.00000000E+02
  4.20000000E-01 -7.03559647E+01  8.96858572E-01  5.49510508E-02  4.74399690E-02 -1.00000000E+02
  4.30000000E-01 -7.03643208E+01  8.96888782E-01  5.49387286E-02  4.74406575E-02 -1.00000000E+02
  4.40000000E-01 -7.03726713E+01  8.96919578E-01  5.49261786E-02  4.74413629E-02 -1.00000000E+02
  4.50000000E-01 -7.03810162E+01  8.96950954E-01  5.49134033E-02  4.74420851E-02 -1.00000000E+02
  4.60000000E-01 -7.03893556E+01  8.96982907E-01  5.49004051E-02  4.74428242E-02 -1.00000000E+02
  4.70000000E-01 -7.03976893E+01  8.97015430E-01  5.48871867E-02  4.74435803E-02 -1.00000000E+02
  4.80000000E-01 -7.04060174E+01  8.97048519E-01  5.48737502E-02  4.74443534E-02 -1.00000000E+02
  4.90000000E-01 -7.04143399E+01  8.97082168E-01  5.48600982E-02  4.74451435E-02 -1.00000000E+02
  5.00000000E-01 -7.04226567E+01  8.97116373E-01  5.48462331E-02  4.74459506E-02 -1.00000000E+02
  5.10000000E-01 -7.04309680E+01  8.97151129E-01  5.48321571E-02  4.74467748E-02 -1.00000000E+02
