 # V  ninf  minf  hinf  ainf  binf  taun  taum  tauh  taua  taub
    -62.10000000      0.22569164      0.02141094      0.92185500      0.57087223      0.17512508      3.00958611      0.04266489      1.71239270      1.02986401      3.06177885
    -62.00000000      0.22701472      0.02168245      0.92077637      0.57139857      0.17342782      3.00820145      0.04289087      1.71896245      1.02845765      3.05814018
    -61.90000000      0.22834198      0.02195721      0.91968423      0.57192517      0.17173957      3.00679234      0.04311789      1.72552970      1.02705025      3.05449337
    -61.80000000      0.22967340      0.02223526      0.91857846      0.57245203      0.17006037      3.00535879      0.04334597      1.73209389      1.02564183      3.05083847
    -61.70000000      0.23100894      0.02251663      0.91745893      0.57297916      0.16839026      3.00390081      0.04357510      1.73865445      1.02423239      3.04717553
    -61.60000000      0.23234860      0.02280135      0.91632550      0.57350655      0.16672929      3.00241841      0.04380529      1.74521079      1.02282197      3.04350459
    -61.50000000      0.23369234      0.02308948      0.91517804      0.57403420      0.16507749      3.00091159      0.04403654      1.75176232      1.02141056      3.03982569
    -61.40000000      0.23504015      0.02338103      0.91401642      0.57456211      0.16343490      2.99938037      0.04426884      1.75830844      1.01999820      3.03613889
    -61.30000000      0.23639200      0.02367605      0.91284051      0.57509028      0.16180156      2.99782477      0.04450222      1.76484854      1.01858489      3.03244422
    -61.20000000      0.23774786      0.02397458      0.91165018      0.57561871      0.16017751      2.99624480      0.04473666      1.77138200      1.01717066      3.02874173
    -61.10000000      0.23910771      0.02427665      0.91044529      0.57614740      0.15856279      2.99464047      0.04497216      1.77790819      1.01575551      3.02503148
    -61.00000000      0.24047154      0.02458230      0.90922571      0.57667634      0.15695742      2.99301181      0.04520874      1.78442648      1.01433948      3.02131351
    -60.90000000      0.24183930      0.02489157      0.90799131      0.57720554      0.15536144      2.99135884      0.04544638      1.79093621      1.01292256      3.01758786
    -60.80000000      0.24321098      0.02520449      0.90674196      0.57773500      0.15377489      2.98968158      0.04568510      1.79743672      1.01150478      3.01385459
    -60.70000000      0.24458655      0.02552111      0.90547753      0.57826471      0.15219780      2.98798006      0.04592490      1.80392736      1.01008616      3.01011375
    -60.60000000      0.24596599      0.02584147      0.90419789      0.57879468      0.15063019      2.98625429      0.04616577      1.81040744      1.00866672      3.00636539
    -60.50000000      0.24734926      0.02616560      0.90290289      0.57932490      0.14907210      2.98450430      0.04640772      1.81687629      1.00724646      3.00260955
    -60.40000000      0.24873635      0.02649354      0.90159242      0.57985537      0.14752355      2.98273013      0.04665075      1.82333319      1.00582541      2.99884630
    -60.30000000      0.25012722      0.02682533      0.90026635      0.58038609      0.14598458      2.98093180      0.04689486      1.82977746      1.00440359      2.99507567
    -60.20000000      0.25152186      0.02716102      0.89892453      0.58091707      0.14445520      2.97910934      0.04714006      1.83620837      1.00298100      2.99129772
    -60.10000000      0.25292022      0.02750064      0.89756685      0.58144829      0.14293545      2.97726280      0.04738634      1.84262520      1.00155767      2.98751251
    -60.00000000      0.25432229      0.02784424      0.89619317      0.58197976      0.14142535      2.97539219      0.04763371      1.84902722      1.00013362      2.98372008
    -59.90000000      0.25572803      0.02819185      0.89480337      0.58251148      0.13992491      2.97349756      0.04788216      1.85541369      0.99870886      2.97992050
    -59.80000000      0.25713743      0.02854353      0.89339731      0.58304345      0.13843417      2.97157895      0.04813170      1.86178385      0.99728341      2.97611381
    -59.70000000      0.25855043      0.02889930      0.89197487      0.58357567      0.13695314      2.96963639      0.04838233      1.86813695      0.99585728      2.97230007
    -59.60000000      0.25996703      0.02925921      0.89053592      0.58410813      0.13548185      2.96766993      0.04863406      1.87447221      0.99443049      2.96847933
    -59.50000000      0.26138720      0.02962331      0.88908034      0.58464084      0.13402030      2.96567961      0.04888687      1.88078885      0.99300307      2.96465165
    -59.40000000      0.26281089      0.02999163      0.88760799      0.58517379      0.13256853      2.96366546      0.04914078      1.88708609      0.99157502      2.96081709
    -59.30000000      0.26423808      0.03036423      0.88611877      0.58570698      0.13112654      2.96162755      0.04939578      1.89336313      0.99014637      2.95697569
    -59.20000000      0.26566875      0.03074114      0.88461253      0.58624041      0.12969435      2.95956591      0.04965188      1.89961915      0.98871713      2.95312753
    -59.10000000      0.26710285      0.03112240      0.88308916      0.58677409      0.12827197      2.95748059      0.04990908      1.90585335      0.98728732      2.94927264
    -59.00000000      0.26854037      0.03150807      0.88154854      0.58730801      0.12685942      2.95537164      0.05016737      1.91206490      0.98585696      2.94541111
    -58.90000000      0.26998126      0.03189819      0.87999055      0.58784217      0.12545671      2.95323912      0.05042675      1.91825296      0.98442606      2.94154297
    -58.80000000      0.27142551      0.03229279      0.87841506      0.58837656      0.12406385      2.95108308      0.05068724      1.92441669      0.98299464      2.93766829
    -58.70000000      0.27287307      0.03269193      0.87682196      0.58891120      0.12268085      2.94890357      0.05094882      1.93055524      0.98156272      2.93378713
    -58.60000000      0.27432392      0.03309565      0.87521113      0.58944607      0.12130772      2.94670065      0.05121150      1.93666775      0.98013032      2.92989955
    -58.50000000      0.27577802      0.03350400      0.87358246      0.58998117      0.11994447      2.94447438      0.05147528      1.94275335      0.97869745      2.92600560
    -58.40000000      0.27723535      0.03391703      0.87193583      0.59051652      0.11859109      2.94222481      0.05174016      1.94881116      0.97726413      2.92210535
    -58.30000000      0.27869586      0.03433477      0.87027113      0.59105209      0.11724761      2.93995201      0.05200614      1.95484030      0.97583037      2.91819887
    -58.20000000      0.28015953      0.03475728      0.86858825      0.59158790      0.11591402      2.93765604      0.05227322      1.96083987      0.97439621      2.91428620
    -58.10000000      0.28162632      0.03518460      0.86688708      0.59212395      0.11459032      2.93533696      0.05254140      1.96680896      0.97296165      2.91036741
    -58.00000000      0.28309621      0.03561678      0.86516750      0.59266022      0.11327652      2.93299484      0.05281067      1.97274668      0.97152671      2.90644257
    -57.90000000      0.28456915      0.03605387      0.86342942      0.59319673      0.11197262      2.93062975      0.05308105      1.97865210      0.97009141      2.90251173
    -57.80000000      0.28604511      0.03649592      0.86167273      0.59373346      0.11067862      2.92824175      0.05335252      1.98452429      0.96865576      2.89857496
    -57.70000000      0.28752406      0.03694296      0.85989733      0.59427042      0.10939451      2.92583091      0.05362510      1.99036232      0.96721979      2.89463233
    -57.60000000      0.28900597      0.03739507      0.85810312      0.59480762      0.10812031      2.92339731      0.05389877      1.99616525      0.96578351      2.89068389
    -57.50000000      0.29049081      0.03785227      0.85628999      0.59534503      0.10685599      2.92094102      0.05417354      2.00193214      0.96434694      2.88672971
    -57.40000000      0.29197852      0.03831462      0.85445785      0.59588268      0.10560157      2.91846212      0.05444940      2.00766202      0.96291010      2.88276986
    -57.30000000      0.29346909      0.03878218      0.85260662      0.59642055      0.10435702      2.91596067      0.05472637      2.01335394      0.96147300      2.87880440
    -57.20000000      0.29496248      0.03925498      0.85073619      0.59695864      0.10312236      2.91343675      0.05500442      2.01900693      0.96003566      2.87483339
    -57.10000000      0.29645865      0.03973308      0.84884647      0.59749696      0.10189756      2.91089046      0.05528358      2.02462000      0.95859810      2.87085691
    -57.00000000      0.29795756      0.04021654      0.84693739      0.59803550      0.10068263      2.90832185      0.05556382      2.03019219      0.95716035      2.86687501
    -56.90000000      0.29945919      0.04070539      0.84500885      0.59857426      0.09947755      2.90573103      0.05584516      2.03572251      0.95572240      2.86288777
    -56.80000000      0.30096349      0.04119969      0.84306078      0.59911324      0.09828231      2.90311806      0.05612758      2.04120995      0.95428429      2.85889525
    -56.70000000      0.30247043      0.04169950      0.84109309      0.59965245      0.09709690      2.90048304      0.05641110      2.04665353      0.95284603      2.85489752
    -56.60000000      0.30397997      0.04220486      0.83910571      0.60019186      0.09592131      2.89782604      0.05669571      2.05205223      0.95140764      2.85089465
    -56.50000000      0.30549208      0.04271583      0.83709856      0.60073150      0.09475552      2.89514717      0.05698140      2.05740505      0.94996913      2.84688670
    -56.40000000      0.30700672      0.04323246      0.83507157      0.60127136      0.09359953      2.89244650      0.05726817      2.06271098      0.94853053      2.84287374
    -56.30000000      0.30852385      0.04375479      0.83302468      0.60181142      0.09245331      2.88972412      0.05755603      2.06796900      0.94709185      2.83885585
    -56.20000000      0.31004344      0.04428289      0.83095783      0.60235171      0.09131685      2.88698014      0.05784497      2.07317808      0.94565312      2.83483308
    -56.10000000      0.31156544      0.04481681      0.82887094      0.60289220      0.09019014      2.88421463      0.05813499      2.07833720      0.94421433      2.83080552
    -56.00000000      0.31308983      0.04535659      0.82676396      0.60343291      0.08907315      2.88142770      0.05842608      2.08344532      0.94277553      2.82677323
    -55.90000000      0.31461657      0.04590229      0.82463684      0.60397384      0.08796586      2.87861944      0.05871825      2.08850142      0.94133671      2.82273628
    -55.80000000      0.31614561      0.04645398      0.82248952      0.60451497      0.08686826      2.87578994      0.05901150      2.09350446      0.93989791      2.81869474
    -55.70000000      0.31767691      0.04701169      0.82032196      0.60505631      0.08578033      2.87293931      0.05930581      2.09845339      0.93845913      2.81464869
    -55.60000000      0.31921045      0.04757548      0.81813412      0.60559786      0.08470204      2.87006764      0.05960118      2.10334718      0.93702040      2.81059819
    -55.50000000      0.32074619      0.04814542      0.81592594      0.60613962      0.08363337      2.86717504      0.05989762      2.10818478      0.93558174      2.80654332
    -55.40000000      0.32228407      0.04872154      0.81369740      0.60668158      0.08257429      2.86426161      0.06019513      2.11296515      0.93414316      2.80248414
    -55.30000000      0.32382408      0.04930392      0.81144846      0.60722375      0.08152479      2.86132744      0.06049369      2.11768724      0.93270467      2.79842073
    -55.20000000      0.32536616      0.04989260      0.80917909      0.60776612      0.08048483      2.85837265      0.06079330      2.12234999      0.93126631      2.79435317
    -55.10000000      0.32691028      0.05048764      0.80688927      0.60830870      0.07945440      2.85539734      0.06109397      2.12695237      0.92982807      2.79028152
    -55.00000000      0.32845640      0.05108909      0.80457898      0.60885148      0.07843346      2.85240162      0.06139568      2.13149332      0.92839000      2.78620587
    -54.90000000      0.33000449      0.05169701      0.80224819      0.60939446      0.07742199      2.84938560      0.06169844      2.13597179      0.92695209      2.78212627
    -54.80000000      0.33155449      0.05231146      0.79989690      0.60993764      0.07641995      2.84634938      0.06200224      2.14038674      0.92551437      2.77804281
    -54.70000000      0.33310638      0.05293249      0.79752509      0.61048103      0.07542732      2.84329307      0.06230707      2.14473711      0.92407685      2.77395556
    -54.60000000      0.33466012      0.05356015      0.79513277      0.61102460      0.07444407      2.84021680      0.06261294      2.14902187      0.92263956      2.76986460
    -54.50000000      0.33621566      0.05419452      0.79271992      0.61156838      0.07347017      2.83712066      0.06291984      2.15323995      0.92120251      2.76577000
    -54.40000000      0.33777296      0.05483563      0.79028657      0.61211235      0.07250558      2.83400478      0.06322776      2.15739034      0.91976572      2.76167183
    -54.30000000      0.33933200      0.05548356      0.78783271      0.61265652      0.07155027      2.83086927      0.06353670      2.16147197      0.91832921      2.75757017
    -54.20000000      0.34089271      0.05613835      0.78535836      0.61320088      0.07060421      2.82771425      0.06384665      2.16548382      0.91689299      2.75346509
    -54.10000000      0.34245508      0.05680007      0.78286354      0.61374544      0.06966737      2.82453983      0.06415762      2.16942486      0.91545708      2.74935668
    -54.00000000      0.34401905      0.05746877      0.78034827      0.61429018      0.06873970      2.82134614      0.06446959      2.17329404      0.91402150      2.74524500
    -53.90000000      0.34558459      0.05814451      0.77781258      0.61483512      0.06782118      2.81813328      0.06478256      2.17709035      0.91258627      2.74113014
    -53.80000000      0.34715166      0.05882734      0.77525650      0.61538025      0.06691177      2.81490140      0.06509653      2.18081277      0.91115141      2.73701217
    -53.70000000      0.34872021      0.05951733      0.77268008      0.61592556      0.06601143      2.81165059      0.06541148      2.18446028      0.90971692      2.73289116
    -53.60000000      0.35029021      0.06021454      0.77008335      0.61647107      0.06512012      2.80838100      0.06572742      2.18803187      0.90828284      2.72876720
    -53.50000000      0.35186162      0.06091901      0.76746637      0.61701676      0.06423780      2.80509274      0.06604434      2.19152653      0.90684918      2.72464036
    -53.40000000      0.35343439      0.06163082      0.76482918      0.61756263      0.06336444      2.80178594      0.06636223      2.19494328      0.90541594      2.72051071
    -53.30000000      0.35500849      0.06235001      0.76217185      0.61810869      0.06250000      2.79846072      0.06668108      2.19828112      0.90398317      2.71637834
    -53.20000000      0.35658388      0.06307666      0.75949444      0.61865493      0.06164443      2.79511721      0.06700090      2.20153907      0.90255086      2.71224333
    -53.10000000      0.35816052      0.06381081      0.75679702      0.61920136      0.06079770      2.79175554      0.06732167      2.20471615      0.90111904      2.70810575
    -53.00000000      0.35973835      0.06455252      0.75407967      0.61974796      0.05995975      2.78837584      0.06764339      2.20781141      0.89968772      2.70396567
    -52.90000000      0.36131736      0.06530186      0.75134246      0.62029475      0.05913056      2.78497824      0.06796604      2.21082388      0.89825692      2.69982319
    -52.80000000      0.36289749      0.06605889      0.74858548      0.62084171      0.05831008      2.78156286      0.06828963      2.21375262      0.89682667      2.69567837
    -52.70000000      0.36447870      0.06682365      0.74580883      0.62138885      0.05749825      2.77812984      0.06861415      2.21659669      0.89539697      2.69153130
    -52.60000000      0.36606096      0.06759622      0.74301260      0.62193617      0.05669505      2.77467932      0.06893958      2.21935517      0.89396785      2.68738205
    -52.50000000      0.36764422      0.06837665      0.74019689      0.62248366      0.05590043      2.77121142      0.06926593      2.22202714      0.89253932      2.68323071
    -52.40000000      0.36922844      0.06916500      0.73736181      0.62303133      0.05511433      2.76772628      0.06959318      2.22461170      0.89111139      2.67907734
    -52.30000000      0.37081358      0.06996133      0.73450748      0.62357917      0.05433672      2.76422404      0.06992133      2.22710797      0.88968410      2.67492205
    -52.20000000      0.37239961      0.07076570      0.73163401      0.62412718      0.05356755      2.76070483      0.07025036      2.22951506      0.88825744      2.67076489
    -52.10000000      0.37398648      0.07157817      0.72874154      0.62467536      0.05280677      2.75716879      0.07058028      2.23183211      0.88683145      2.66660596
    -52.00000000      0.37557414      0.07239880      0.72583019      0.62522371      0.05205434      2.75361605      0.07091106      2.23405827      0.88540613      2.66244532
    -51.90000000      0.37716257      0.07322765      0.72290010      0.62577223      0.05131020      2.75004676      0.07124271      2.23619270      0.88398151      2.65828307
    -51.80000000      0.37875172      0.07406477      0.71995142      0.62632092      0.05057431      2.74646105      0.07157522      2.23823459      0.88255760      2.65411928
    -51.70000000      0.38034154      0.07491023      0.71698428      0.62686977      0.04984663      2.74285906      0.07190856      2.24018312      0.88113442      2.64995404
    -51.60000000      0.38193201      0.07576408      0.71399886      0.62741879      0.04912709      2.73924093      0.07224275      2.24203751      0.87971199      2.64578741
    -51.50000000      0.38352307      0.07662639      0.71099530      0.62796797      0.04841566      2.73560681      0.07257776      2.24379699      0.87829032      2.64161949
    -51.40000000      0.38511469      0.07749722      0.70797378      0.62851731      0.04771228      2.73195684      0.07291358      2.24546080      0.87686942      2.63745035
    -51.30000000      0.38670682      0.07837661      0.70493447      0.62906682      0.04701690      2.72829115      0.07325022      2.24702819      0.87544933      2.63328008
    -51.20000000      0.38829944      0.07926464      0.70187754      0.62961648      0.04632948      2.72460990      0.07358765      2.24849845      0.87403004      2.62910875
    -51.10000000      0.38989249      0.08016137      0.69880319      0.63016631      0.04564995      2.72091322      0.07392587      2.24987088      0.87261159      2.62493645
    -51.00000000      0.39148593      0.08106684      0.69571159      0.63071629      0.04497828      2.71720127      0.07426487      2.25114479      0.87119399      2.62076325
    -50.90000000      0.39307974      0.08198112      0.69260295      0.63126643      0.04431440      2.71347418      0.07460463      2.25231952      0.86977725      2.61658924
    -50.80000000      0.39467385      0.08290427      0.68947747      0.63181672      0.04365827      2.70973210      0.07494514      2.25339442      0.86836139      2.61241450
    -50.70000000      0.39626825      0.08383635      0.68633535      0.63236717      0.04300984      2.70597518      0.07528641      2.25436886      0.86694642      2.60823911
    -50.60000000      0.39786288      0.08477741      0.68317681      0.63291777      0.04236904      2.70220356      0.07562840      2.25524225      0.86553237      2.60406315
    -50.50000000      0.39945770      0.08572751      0.68000207      0.63346852      0.04173583      2.69841739      0.07597112      2.25601400      0.86411925      2.59988671
    -50.40000000      0.40105269      0.08668672      0.67681136      0.63401942      0.04111016      2.69461683      0.07631454      2.25668355      0.86270708      2.59570985
    -50.30000000      0.40264778      0.08765508      0.67360489      0.63457047      0.04049197      2.69080201      0.07665867      2.25725037      0.86129587      2.59153267
    -50.20000000      0.40424296      0.08863266      0.67038292      0.63512167      0.03988121      2.68697309      0.07700348      2.25771393      0.85988564      2.58735525
    -50.10000000      0.40583817      0.08961952      0.66714568      0.63567302      0.03927783      2.68313021      0.07734896      2.25807374      0.85847641      2.58317767
    -50.00000000      0.40743338      0.09061570      0.66389342      0.63622451      0.03868176      2.67927353      0.07769511      2.25832934      0.85706818      2.57900000
    -49.90000000      0.40902854      0.09162128      0.66062638      0.63677614      0.03809296      2.67540319      0.07804191      2.25848028      0.85566099      2.57482233
    -49.80000000      0.41062363      0.09263630      0.65734484      0.63732792      0.03751137      2.67151936      0.07838934      2.25852613      0.85425484      2.57064475
    -49.70000000      0.41221859      0.09366081      0.65404905      0.63787984      0.03693693      2.66762216      0.07873739      2.25846650      0.85284976      2.56646733
    -49.60000000      0.41381340      0.09469489      0.65073929      0.63843190      0.03636960      2.66371177      0.07908606      2.25830102      0.85144575      2.56229015
    -49.50000000      0.41540800      0.09573858      0.64741581      0.63898410      0.03580931      2.65978833      0.07943532      2.25802934      0.85004283      2.55811329
    -49.40000000      0.41700237      0.09679193      0.64407892      0.63953644      0.03525602      2.65585198      0.07978516      2.25765114      0.84864102      2.55393685
    -49.30000000      0.41859646      0.09785501      0.64072888      0.64008891      0.03470966      2.65190290      0.08013557      2.25716613      0.84724034      2.54976089
    -49.20000000      0.42019023      0.09892787      0.63736600      0.64064152      0.03417018      2.64794122      0.08048653      2.25657403      0.84584080      2.54558550
    -49.10000000      0.42178365      0.10001056      0.63399055      0.64119426      0.03363752      2.64396709      0.08083804      2.25587460      0.84444242      2.54141076
    -49.00000000      0.42337668      0.10110313      0.63060285      0.64174714      0.03311163      2.63998069      0.08119006      2.25506763      0.84304521      2.53723675
    -48.90000000      0.42496928      0.10220565      0.62720320      0.64230015      0.03259245      2.63598214      0.08154260      2.25415293      0.84164919      2.53306355
    -48.80000000      0.42656141      0.10331815      0.62379190      0.64285328      0.03207993      2.63197162      0.08189563      2.25313034      0.84025437      2.52889125
    -48.70000000      0.42815303      0.10444071      0.62036927      0.64340655      0.03157401      2.62794927      0.08224915      2.25199973      0.83886077      2.52471992
    -48.60000000      0.42974411      0.10557336      0.61693562      0.64395995      0.03107464      2.62391525      0.08260312      2.25076098      0.83746841      2.52054965
    -48.50000000      0.43133460      0.10671616      0.61349129      0.64451347      0.03058175      2.61986971      0.08295754      2.24941403      0.83607730      2.51638051
    -48.40000000      0.43292447      0.10786916      0.61003658      0.64506711      0.03009529      2.61581281      0.08331240      2.24795883      0.83468746      2.51221259
    -48.30000000      0.43451369      0.10903241      0.60657184      0.64562088      0.02961521      2.61174469      0.08366767      2.24639534      0.83329889      2.50804596
    -48.20000000      0.43610221      0.11020596      0.60309740      0.64617477      0.02914145      2.60766552      0.08402334      2.24472359      0.83191163      2.50388072
    -48.10000000      0.43769000      0.11138987      0.59961359      0.64672878      0.02867394      2.60357545      0.08437939      2.24294361      0.83052568      2.49971693
    -48.00000000      0.43927702      0.11258417      0.59612075      0.64728292      0.02821265      2.59947464      0.08473581      2.24105546      0.82914105      2.49555468
    -47.90000000      0.44086323      0.11378893      0.59261924      0.64783717      0.02775751      2.59536324      0.08509257      2.23905925      0.82775777      2.49139404
    -47.80000000      0.44244861      0.11500418      0.58910940      0.64839153      0.02730846      2.59124139      0.08544967      2.23695508      0.82637585      2.48723511
    -47.70000000      0.44403310      0.11622997      0.58559159      0.64894602      0.02686544      2.58710927      0.08580707      2.23474312      0.82499530      2.48307795
    -47.60000000      0.44561667      0.11746636      0.58206615      0.64950061      0.02642841      2.58296703      0.08616478      2.23242355      0.82361614      2.47892266
    -47.50000000      0.44719930      0.11871338      0.57853345      0.65005532      0.02599730      2.57881481      0.08652276      2.22999658      0.82223838      2.47476929
    -47.40000000      0.44878094      0.11997109      0.57499384      0.65061014      0.02557206      2.57465278      0.08688100      2.22746245      0.82086204      2.47061795
    -47.30000000      0.45036155      0.12123952      0.57144770      0.65116508      0.02515264      2.57048108      0.08723948      2.22482143      0.81948714      2.46646870
    -47.20000000      0.45194111      0.12251873      0.56789538      0.65172012      0.02473897      2.56629988      0.08759818      2.22207382      0.81811368      2.46232163
    -47.10000000      0.45351957      0.12380875      0.56433727      0.65227527      0.02433100      2.56210933      0.08795708      2.21921994      0.81674168      2.45817681
    -47.00000000      0.45509690      0.12510963      0.56077372      0.65283052      0.02392868      2.55790959      0.08831617      2.21626015      0.81537116      2.45403433
    -46.90000000      0.45667307      0.12642140      0.55720511      0.65338588      0.02353194      2.55370080      0.08867541      2.21319485      0.81400213      2.44989425
    -46.80000000      0.45824804      0.12774412      0.55363182      0.65394134      0.02314075      2.54948313      0.08903481      2.21002444      0.81263460      2.44575667
    -46.70000000      0.45982177      0.12907781      0.55005423      0.65449691      0.02275502      2.54525672      0.08939433      2.20674936      0.81126860      2.44162166
    -46.60000000      0.46139424      0.13042253      0.54647270      0.65505257      0.02237473      2.54102174      0.08975395      2.20337010      0.80990413      2.43748929
    -46.50000000      0.46296540      0.13177830      0.54288764      0.65560834      0.02199980      2.53677833      0.09011365      2.19988715      0.80854121      2.43335964
    -46.40000000      0.46453523      0.13314517      0.53929941      0.65616420      0.02163018      2.53252665      0.09047342      2.19630103      0.80717985      2.42923280
    -46.30000000      0.46610368      0.13452317      0.53570840      0.65672016      0.02126582      2.52826686      0.09083323      2.19261231      0.80582007      2.42510884
    -46.20000000      0.46767074      0.13591234      0.53211499      0.65727621      0.02090666      2.52399910      0.09119306      2.18882157      0.80446188      2.42098783
    -46.10000000      0.46923635      0.13731272      0.52851957      0.65783236      0.02055265      2.51972354      0.09155289      2.18492942      0.80310529      2.41686986
    -46.00000000      0.47080050      0.13872433      0.52492253      0.65838860      0.02020374      2.51544032      0.09191270      2.18093650      0.80175033      2.41275500
    -45.90000000      0.47236314      0.14014721      0.52132424      0.65894493      0.01985987      2.51114959      0.09227246      2.17684349      0.80039699      2.40864332
    -45.80000000      0.47392425      0.14158139      0.51772511      0.65950135      0.01952098      2.50685152      0.09263217      2.17265106      0.79904530      2.40453491
    -45.70000000      0.47548379      0.14302691      0.51412550      0.66005786      0.01918703      2.50254625      0.09299178      2.16835994      0.79769528      2.40042983
    -45.60000000      0.47704173      0.14448379      0.51052582      0.66061446      0.01885795      2.49823394      0.09335128      2.16397088      0.79634692      2.39632817
    -45.50000000      0.47859803      0.14595207      0.50692644      0.66117114      0.01853370      2.49391473      0.09371065      2.15948465      0.79500025      2.39223000
    -45.40000000      0.48015267      0.14743176      0.50332776      0.66172790      0.01821422      2.48958877      0.09406987      2.15490204      0.79365529      2.38813540
    -45.30000000      0.48170562      0.14892291      0.49973016      0.66228475      0.01789946      2.48525623      0.09442891      2.15022388      0.79231203      2.38404444
    -45.20000000      0.48325683      0.15042552      0.49613402      0.66284167      0.01758937      2.48091725      0.09478775      2.14545101      0.79097051      2.37995719
    -45.10000000      0.48480629      0.15193964      0.49253974      0.66339868      0.01728389      2.47657198      0.09514636      2.14058431      0.78963072      2.37587373
    -45.00000000      0.48635396      0.15346528      0.48894768      0.66395576      0.01698298      2.47222057      0.09550473      2.13562466      0.78829269      2.37179413
    -44.90000000      0.48789981      0.15500246      0.48535824      0.66451292      0.01668657      2.46786317      0.09586283      2.13057299      0.78695642      2.36771848
    -44.80000000      0.48944381      0.15655121      0.48177180      0.66507016      0.01639462      2.46349993      0.09622063      2.12543023      0.78562194      2.36364683
    -44.70000000      0.49098593      0.15811154      0.47818873      0.66562747      0.01610708      2.45913099      0.09657811      2.12019735      0.78428924      2.35957927
    -44.60000000      0.49252614      0.15968348      0.47460941      0.66618485      0.01582390      2.45475652      0.09693525      2.11487534      0.78295836      2.35551586
    -44.50000000      0.49406441      0.16126704      0.47103423      0.66674230      0.01554502      2.45037665      0.09729202      2.10946520      0.78162928      2.35145668
    -44.40000000      0.49560071      0.16286224      0.46746355      0.66729982      0.01527040      2.44599153      0.09764839      2.10396795      0.78030204      2.34740181
    -44.30000000      0.49713501      0.16446909      0.46389774      0.66785741      0.01499998      2.44160131      0.09800435      2.09838465      0.77897665      2.34335131
    -44.20000000      0.49866728      0.16608761      0.46033718      0.66841506      0.01473371      2.43720614      0.09835987      2.09271635      0.77765311      2.33930526
    -44.10000000      0.50019750      0.16771781      0.45678223      0.66897278      0.01447155      2.43280617      0.09871492      2.08696416      0.77633143      2.33526372
    -44.00000000      0.50172564      0.16935970      0.45323326      0.66953056      0.01421344      2.42840153      0.09906948      2.08112917      0.77501164      2.33122677
    -43.90000000      0.50325166      0.17101330      0.44969063      0.67008841      0.01395934      2.42399237      0.09942352      2.07521250      0.77369374      2.32719448
    -43.80000000      0.50477554      0.17267860      0.44615471      0.67064631      0.01370920      2.41957885      0.09977701      2.06921531      0.77237774      2.32316692
    -43.70000000      0.50629725      0.17435562      0.44262583      0.67120428      0.01346297      2.41516109      0.10012994      2.06313874      0.77106367      2.31914415
    -43.60000000      0.50781677      0.17604436      0.43910437      0.67176230      0.01322059      2.41073925      0.10048227      2.05698397      0.76975152      2.31512626
    -43.50000000      0.50933406      0.17774482      0.43559066      0.67232037      0.01298203      2.40631347      0.10083398      2.05075219      0.76844131      2.31111330
    -43.40000000      0.51084911      0.17945702      0.43208506      0.67287850      0.01274723      2.40188390      0.10118503      2.04444460      0.76713305      2.30710535
    -43.30000000      0.51236188      0.18118095      0.42858791      0.67343668      0.01251615      2.39745066      0.10153542      2.03806243      0.76582676      2.30310248
    -43.20000000      0.51387235      0.18291661      0.42509955      0.67399492      0.01228875      2.39301392      0.10188510      2.03160692      0.76452245      2.29910475
    -43.10000000      0.51538049      0.18466399      0.42162031      0.67455320      0.01206496      2.38857379      0.10223406      2.02507930      0.76322012      2.29511223
    -43.00000000      0.51688627      0.18642311      0.41815053      0.67511153      0.01184476      2.38413044      0.10258226      2.01848084      0.76191979      2.29112499
    -42.90000000      0.51838968      0.18819394      0.41469052      0.67566991      0.01162809      2.37968399      0.10292968      2.01181281      0.76062147      2.28714309
    -42.80000000      0.51989068      0.18997649      0.41124063      0.67622833      0.01141490      2.37523458      0.10327629      2.00507649      0.75932518      2.28316661
    -42.70000000      0.52138925      0.19177075      0.40780116      0.67678680      0.01120516      2.37078235      0.10362207      1.99827319      0.75803092      2.27919560
    -42.60000000      0.52288537      0.19357670      0.40437244      0.67734530      0.01099881      2.36632745      0.10396698      1.99140420      0.75673870      2.27523014
    -42.50000000      0.52437901      0.19539435      0.40095476      0.67790385      0.01079581      2.36187000      0.10431100      1.98447083      0.75544854      2.27127029
    -42.40000000      0.52587014      0.19722367      0.39754844      0.67846244      0.01059613      2.35741015      0.10465411      1.97747442      0.75416044      2.26731611
    -42.30000000      0.52735875      0.19906465      0.39415378      0.67902106      0.01039971      2.35294802      0.10499627      1.97041630      0.75287442      2.26336767
    -42.20000000      0.52884481      0.20091727      0.39077108      0.67957972      0.01020650      2.34848376      0.10533745      1.96329780      0.75159049      2.25942504
    -42.10000000      0.53032829      0.20278152      0.38740063      0.68013841      0.01001648      2.34401750      0.10567764      1.95612027      0.75030866      2.25548827
    -42.00000000      0.53180918      0.20465739      0.38404270      0.68069714      0.00982959      2.33954937      0.10601680      1.94888506      0.74902894      2.25155743
    -41.90000000      0.53328744      0.20654484      0.38069760      0.68125590      0.00964580      2.33507950      0.10635490      1.94159353      0.74775134      2.24763259
    -41.80000000      0.53476306      0.20844386      0.37736558      0.68181468      0.00946505      2.33060803      0.10669191      1.93424705      0.74647587      2.24371380
    -41.70000000      0.53623602      0.21035442      0.37404694      0.68237350      0.00928732      2.32613509      0.10702782      1.92684698      0.74520254      2.23980113
