 # V  ninf  minf  hinf  ainf  binf  taun  taum  tauh  taua  taub
      2.60000000      0.88977761      0.95313248      0.00624755      0.90602879      0.00000019      0.96182999      0.07458277      0.29484477      0.42299944      1.33690480
      2.70000000      0.89009479      0.95349926      0.00620964      0.90642023      0.00000019      0.96026181      0.07441167      0.29452436      0.42271821      1.33632368
      2.80000000      0.89041082      0.95386308      0.00617201      0.90681094      0.00000018      0.95869816      0.07424112      0.29420714      0.42243823      1.33574592
      2.90000000      0.89072573      0.95422396      0.00613467      0.90720092      0.00000018      0.95713902      0.07407110      0.29389307      0.42215950      1.33517149
      3.00000000      0.89103950      0.95458192      0.00609762      0.90759016      0.00000017      0.95558438      0.07390163      0.29358214      0.42188201      1.33460038
      3.10000000      0.89135215      0.95493699      0.00606085      0.90797867      0.00000017      0.95403423      0.07373270      0.29327429      0.42160576      1.33403257
      3.20000000      0.89166368      0.95528919      0.00602435      0.90836644      0.00000016      0.95248854      0.07356431      0.29296952      0.42133074      1.33346805
      3.30000000      0.89197410      0.95563854      0.00598813      0.90875348      0.00000016      0.95094731      0.07339646      0.29266778      0.42105695      1.33290680
      3.40000000      0.89228341      0.95598507      0.00595218      0.90913978      0.00000015      0.94941051      0.07322914      0.29236904      0.42078437      1.33234880
      3.50000000      0.89259161      0.95632880      0.00591650      0.90952535      0.00000015      0.94787812      0.07306237      0.29207328      0.42051302      1.33179402
      3.60000000      0.89289871      0.95666975      0.00588109      0.90991017      0.00000015      0.94635014      0.07289613      0.29178047      0.42024288      1.33124247
      3.70000000      0.89320472      0.95700795      0.00584595      0.91029426      0.00000014      0.94482655      0.07273042      0.29149058      0.41997394      1.33069411
      3.80000000      0.89350964      0.95734342      0.00581106      0.91067760      0.00000014      0.94330733      0.07256525      0.29120357      0.41970621      1.33014893
      3.90000000      0.89381347      0.95767617      0.00577644      0.91106021      0.00000013      0.94179246      0.07240061      0.29091943      0.41943968      1.32960692
      4.00000000      0.89411622      0.95800624      0.00574207      0.91144207      0.00000013      0.94028194      0.07223651      0.29063812      0.41917433      1.32906805
      4.10000000      0.89441789      0.95833364      0.00570796      0.91182319      0.00000013      0.93877574      0.07207294      0.29035961      0.41891018      1.32853231
      4.20000000      0.89471849      0.95865840      0.00567410      0.91220357      0.00000012      0.93727385      0.07190990      0.29008388      0.41864721      1.32799969
      4.30000000      0.89501802      0.95898053      0.00564048      0.91258321      0.00000012      0.93577625      0.07174738      0.28981090      0.41838543      1.32747016
      4.40000000      0.89531649      0.95930006      0.00560712      0.91296210      0.00000012      0.93428292      0.07158540      0.28954065      0.41812481      1.32694371
      4.50000000      0.89561389      0.95961701      0.00557400      0.91334024      0.00000011      0.93279386      0.07142395      0.28927309      0.41786537      1.32642032
      4.60000000      0.89591025      0.95993140      0.00554112      0.91371764      0.00000011      0.93130905      0.07126302      0.28900820      0.41760709      1.32589998
      4.70000000      0.89620555      0.96024325      0.00550848      0.91409429      0.00000011      0.92982847      0.07110261      0.28874595      0.41734997      1.32538267
      4.80000000      0.89649981      0.96055259      0.00547608      0.91447019      0.00000011      0.92835211      0.07094273      0.28848632      0.41709400      1.32486838
      4.90000000      0.89679303      0.96085943      0.00544391      0.91484535      0.00000010      0.92687994      0.07078338      0.28822928      0.41683919      1.32435708
      5.00000000      0.89708521      0.96116379      0.00541197      0.91521975      0.00000010      0.92541196      0.07062454      0.28797481      0.41658553      1.32384876
      5.10000000      0.89737636      0.96146569      0.00538027      0.91559341      0.00000010      0.92394816      0.07046623      0.28772288      0.41633300      1.32334340
      5.20000000      0.89766648      0.96176516      0.00534880      0.91596631      0.00000009      0.92248851      0.07030844      0.28747346      0.41608162      1.32284100
      5.30000000      0.89795558      0.96206221      0.00531755      0.91633847      0.00000009      0.92103300      0.07015116      0.28722653      0.41583136      1.32234152
      5.40000000      0.89824366      0.96235686      0.00528652      0.91670987      0.00000009      0.91958161      0.06999440      0.28698207      0.41558224      1.32184497
      5.50000000      0.89853072      0.96264914      0.00525572      0.91708052      0.00000009      0.91813434      0.06983816      0.28674005      0.41533423      1.32135131
      5.60000000      0.89881678      0.96293905      0.00522514      0.91745041      0.00000009      0.91669116      0.06968244      0.28650045      0.41508735      1.32086054
      5.70000000      0.89910182      0.96322663      0.00519477      0.91781956      0.00000008      0.91525206      0.06952722      0.28626325      0.41484158      1.32037263
      5.80000000      0.89938587      0.96351189      0.00516462      0.91818794      0.00000008      0.91381703      0.06937253      0.28602841      0.41459692      1.31988759
      5.90000000      0.89966892      0.96379485      0.00513469      0.91855558      0.00000008      0.91238605      0.06921834      0.28579592      0.41435337      1.31940537
      6.00000000      0.89995097      0.96407553      0.00510496      0.91892245      0.00000008      0.91095911      0.06906466      0.28556576      0.41411092      1.31892598
      6.10000000      0.90023204      0.96435395      0.00507545      0.91928857      0.00000007      0.90953620      0.06891149      0.28533789      0.41386956      1.31844940
      6.20000000      0.90051211      0.96463012      0.00504614      0.91965393      0.00000007      0.90811729      0.06875883      0.28511231      0.41362930      1.31797561
      6.30000000      0.90079121      0.96490407      0.00501704      0.92001854      0.00000007      0.90670237      0.06860667      0.28488898      0.41339012      1.31750460
      6.40000000      0.90106933      0.96517581      0.00498815      0.92038238      0.00000007      0.90529143      0.06845502      0.28466788      0.41315203      1.31703634
      6.50000000      0.90134648      0.96544536      0.00495945      0.92074547      0.00000007      0.90388446      0.06830388      0.28444899      0.41291502      1.31657083
      6.60000000      0.90162266      0.96571273      0.00493096      0.92110780      0.00000007      0.90248144      0.06815323      0.28423229      0.41267908      1.31610806
      6.70000000      0.90189788      0.96597796      0.00490266      0.92146936      0.00000006      0.90108235      0.06800309      0.28401777      0.41244421      1.31564799
      6.80000000      0.90217213      0.96624105      0.00487456      0.92183017      0.00000006      0.89968719      0.06785345      0.28380538      0.41221040      1.31519063
      6.90000000      0.90244543      0.96650202      0.00484665      0.92219021      0.00000006      0.89829593      0.06770431      0.28359513      0.41197766      1.31473596
      7.00000000      0.90271778      0.96676089      0.00481894      0.92254950      0.00000006      0.89690857      0.06755566      0.28338697      0.41174598      1.31428395
      7.10000000      0.90298917      0.96701767      0.00479142      0.92290802      0.00000006      0.89552508      0.06740751      0.28318090      0.41151534      1.31383460
      7.20000000      0.90325963      0.96727239      0.00476409      0.92326577      0.00000006      0.89414547      0.06725985      0.28297690      0.41128576      1.31338790
      7.30000000      0.90352914      0.96752506      0.00473694      0.92362276      0.00000005      0.89276970      0.06711269      0.28277493      0.41105722      1.31294382
      7.40000000      0.90379772      0.96777570      0.00470999      0.92397899      0.00000005      0.89139777      0.06696602      0.28257499      0.41082971      1.31250235
      7.50000000      0.90406536      0.96802432      0.00468321      0.92433446      0.00000005      0.89002967      0.06681984      0.28237705      0.41060325      1.31206348
      7.60000000      0.90433207      0.96827095      0.00465662      0.92468916      0.00000005      0.88866537      0.06667415      0.28218109      0.41037781      1.31162719
      7.70000000      0.90459786      0.96851559      0.00463021      0.92504309      0.00000005      0.88730488      0.06652895      0.28198709      0.41015341      1.31119348
      7.80000000      0.90486273      0.96875826      0.00460398      0.92539625      0.00000005      0.88594816      0.06638423      0.28179504      0.40993002      1.31076231
      7.90000000      0.90512668      0.96899899      0.00457793      0.92574865      0.00000005      0.88459522      0.06624000      0.28160492      0.40970765      1.31033369
      8.00000000      0.90538972      0.96923778      0.00455205      0.92610029      0.00000004      0.88324602      0.06609625      0.28141669      0.40948630      1.30990760
      8.10000000      0.90565185      0.96947465      0.00452635      0.92645115      0.00000004      0.88190057      0.06595298      0.28123036      0.40926595      1.30948402
      8.20000000      0.90591307      0.96970962      0.00450082      0.92680125      0.00000004      0.88055885      0.06581020      0.28104589      0.40904662      1.30906293
      8.30000000      0.90617339      0.96994270      0.00447546      0.92715057      0.00000004      0.87922085      0.06566789      0.28086327      0.40882828      1.30864433
      8.40000000      0.90643282      0.97017391      0.00445027      0.92749913      0.00000004      0.87788654      0.06552606      0.28068248      0.40861094      1.30822821
      8.50000000      0.90669135      0.97040327      0.00442525      0.92784692      0.00000004      0.87655592      0.06538471      0.28050350      0.40839459      1.30781454
      8.60000000      0.90694899      0.97063079      0.00440040      0.92819394      0.00000004      0.87522898      0.06524383      0.28032632      0.40817924      1.30740331
      8.70000000      0.90720574      0.97085648      0.00437571      0.92854019      0.00000004      0.87390570      0.06510343      0.28015092      0.40796487      1.30699451
      8.80000000      0.90746161      0.97108036      0.00435119      0.92888566      0.00000004      0.87258607      0.06496350      0.27997727      0.40775147      1.30658813
      8.90000000      0.90771659      0.97130244      0.00432683      0.92923037      0.00000003      0.87127007      0.06482404      0.27980537      0.40753906      1.30618415
      9.00000000      0.90797071      0.97152275      0.00430263      0.92957430      0.00000003      0.86995769      0.06468505      0.27963519      0.40732762      1.30578256
      9.10000000      0.90822395      0.97174129      0.00427859      0.92991746      0.00000003      0.86864893      0.06454653      0.27946672      0.40711715      1.30538334
      9.20000000      0.90847632      0.97195808      0.00425471      0.93025985      0.00000003      0.86734376      0.06440847      0.27929994      0.40690764      1.30498649
      9.30000000      0.90872783      0.97217313      0.00423099      0.93060147      0.00000003      0.86604217      0.06427088      0.27913483      0.40669909      1.30459199
      9.40000000      0.90897847      0.97238646      0.00420742      0.93094231      0.00000003      0.86474415      0.06413376      0.27897138      0.40649150      1.30419982
      9.50000000      0.90922826      0.97259808      0.00418401      0.93128238      0.00000003      0.86344969      0.06399709      0.27880957      0.40628486      1.30380998
      9.60000000      0.90947720      0.97280801      0.00416075      0.93162167      0.00000003      0.86215877      0.06386089      0.27864939      0.40607917      1.30342244
      9.70000000      0.90972528      0.97301626      0.00413764      0.93196019      0.00000003      0.86087138      0.06372514      0.27849081      0.40587442      1.30303721
      9.80000000      0.90997252      0.97322284      0.00411468      0.93229793      0.00000003      0.85958752      0.06358985      0.27833383      0.40567061      1.30265425
      9.90000000      0.91021891      0.97342777      0.00409188      0.93263490      0.00000003      0.85830716      0.06345502      0.27817842      0.40546774      1.30227357
     10.00000000      0.91046446      0.97363106      0.00406922      0.93297109      0.00000003      0.85703029      0.06332065      0.27802458      0.40526580      1.30189515
     10.10000000      0.91070918      0.97383272      0.00404670      0.93330651      0.00000003      0.85575690      0.06318673      0.27787228      0.40506480      1.30151897
     10.20000000      0.91095306      0.97403278      0.00402434      0.93364115      0.00000002      0.85448699      0.06305325      0.27772151      0.40486471      1.30114502
     10.30000000      0.91119612      0.97423123      0.00400211      0.93397502      0.00000002      0.85322052      0.06292023      0.27757225      0.40466555      1.30077330
     10.40000000      0.91143834      0.97442810      0.00398003      0.93430810      0.00000002      0.85195750      0.06278766      0.27742450      0.40446730      1.30040378
     10.50000000      0.91167975      0.97462340      0.00395809      0.93464041      0.00000002      0.85069792      0.06265554      0.27727823      0.40426997      1.30003646
     10.60000000      0.91192033      0.97481714      0.00393630      0.93497195      0.00000002      0.84944175      0.06252386      0.27713343      0.40407354      1.29967132
     10.70000000      0.91216010      0.97500933      0.00391464      0.93530270      0.00000002      0.84818899      0.06239263      0.27699009      0.40387802      1.29930835
     10.80000000      0.91239906      0.97519999      0.00389312      0.93563268      0.00000002      0.84693962      0.06226184      0.27684819      0.40368341      1.29894754
     10.90000000      0.91263721      0.97538913      0.00387174      0.93596188      0.00000002      0.84569363      0.06213149      0.27670771      0.40348969      1.29858887
     11.00000000      0.91287455      0.97557676      0.00385049      0.93629030      0.00000002      0.84445101      0.06200158      0.27656865      0.40329686      1.29823234
     11.10000000      0.91311108      0.97576289      0.00382938      0.93661794      0.00000002      0.84321176      0.06187211      0.27643099      0.40310492      1.29787793
     11.20000000      0.91334682      0.97594754      0.00380840      0.93694480      0.00000002      0.84197584      0.06174308      0.27629471      0.40291387      1.29752563
     11.30000000      0.91358177      0.97613072      0.00378756      0.93727088      0.00000002      0.84074326      0.06161448      0.27615980      0.40272370      1.29717543
     11.40000000      0.91381592      0.97631244      0.00376684      0.93759618      0.00000002      0.83951401      0.06148632      0.27602625      0.40253441      1.29682731
     11.50000000      0.91404928      0.97649271      0.00374626      0.93792070      0.00000002      0.83828806      0.06135859      0.27589404      0.40234600      1.29648127
     11.60000000      0.91428185      0.97667155      0.00372581      0.93824445      0.00000002      0.83706541      0.06123129      0.27576317      0.40215846      1.29613729
     11.70000000      0.91451364      0.97684896      0.00370548      0.93856741      0.00000002      0.83584604      0.06110442      0.27563361      0.40197178      1.29579536
     11.80000000      0.91474466      0.97702496      0.00368529      0.93888959      0.00000002      0.83462995      0.06097798      0.27550536      0.40178597      1.29545547
     11.90000000      0.91497489      0.97719957      0.00366522      0.93921099      0.00000002      0.83341713      0.06085197      0.27537840      0.40160101      1.29511760
     12.00000000      0.91520435      0.97737278      0.00364527      0.93953161      0.00000002      0.83220755      0.06072638      0.27525271      0.40141692      1.29478175
     12.10000000      0.91543304      0.97754462      0.00362545      0.93985145      0.00000001      0.83100121      0.06060121      0.27512830      0.40123367      1.29444791
     12.20000000      0.91566097      0.97771509      0.00360575      0.94017050      0.00000001      0.82979810      0.06047647      0.27500513      0.40105128      1.29411606
     12.30000000      0.91588813      0.97788421      0.00358618      0.94048878      0.00000001      0.82859821      0.06035215      0.27488321      0.40086973      1.29378618
     12.40000000      0.91611453      0.97805198      0.00356673      0.94080627      0.00000001      0.82740152      0.06022824      0.27476251      0.40068902      1.29345828
     12.50000000      0.91634017      0.97821842      0.00354739      0.94112299      0.00000001      0.82620803      0.06010476      0.27464303      0.40050915      1.29313234
     12.60000000      0.91656506      0.97838355      0.00352818      0.94143892      0.00000001      0.82501771      0.05998169      0.27452476      0.40033011      1.29280834
     12.70000000      0.91678919      0.97854736      0.00350909      0.94175406      0.00000001      0.82383057      0.05985904      0.27440768      0.40015191      1.29248628
     12.80000000      0.91701258      0.97870987      0.00349011      0.94206843      0.00000001      0.82264658      0.05973680      0.27429177      0.39997453      1.29216615
     12.90000000      0.91723522      0.97887109      0.00347125      0.94238201      0.00000001      0.82146575      0.05961497      0.27417704      0.39979798      1.29184793
     13.00000000      0.91745712      0.97903104      0.00345251      0.94269481      0.00000001      0.82028804      0.05949356      0.27406346      0.39962224      1.29153161
     13.10000000      0.91767828      0.97918971      0.00343388      0.94300683      0.00000001      0.81911347      0.05937255      0.27395103      0.39944733      1.29121718
     13.20000000      0.91789871      0.97934713      0.00341536      0.94331807      0.00000001      0.81794201      0.05925195      0.27383973      0.39927322      1.29090464
     13.30000000      0.91811840      0.97950331      0.00339696      0.94362852      0.00000001      0.81677365      0.05913175      0.27372956      0.39909993      1.29059397
     13.40000000      0.91833736      0.97965825      0.00337867      0.94393819      0.00000001      0.81560838      0.05901196      0.27362050      0.39892744      1.29028515
     13.50000000      0.91855559      0.97981196      0.00336050      0.94424708      0.00000001      0.81444620      0.05889258      0.27351253      0.39875575      1.28997819
     13.60000000      0.91877310      0.97996445      0.00334243      0.94455518      0.00000001      0.81328708      0.05877359      0.27340566      0.39858486      1.28967306
     13.70000000      0.91898988      0.98011574      0.00332447      0.94486250      0.00000001      0.81213103      0.05865501      0.27329986      0.39841477      1.28936976
     13.80000000      0.91920595      0.98026583      0.00330662      0.94516904      0.00000001      0.81097802      0.05853683      0.27319514      0.39824547      1.28906828
     13.90000000      0.91942131      0.98041474      0.00328888      0.94547479      0.00000001      0.80982805      0.05841904      0.27309147      0.39807696      1.28876861
     14.00000000      0.91963595      0.98056247      0.00327125      0.94577977      0.00000001      0.80868110      0.05830165      0.27298885      0.39790924      1.28847073
     14.10000000      0.91984988      0.98070903      0.00325372      0.94608395      0.00000001      0.80753717      0.05818465      0.27288726      0.39774229      1.28817464
     14.20000000      0.92006310      0.98085444      0.00323630      0.94638736      0.00000001      0.80639625      0.05806805      0.27278670      0.39757613      1.28788032
     14.30000000      0.92027562      0.98099870      0.00321899      0.94668998      0.00000001      0.80525832      0.05795183      0.27268715      0.39741074      1.28758777
     14.40000000      0.92048744      0.98114182      0.00320177      0.94699182      0.00000001      0.80412337      0.05783601      0.27258861      0.39724612      1.28729698
     14.50000000      0.92069856      0.98128381      0.00318466      0.94729287      0.00000001      0.80299140      0.05772058      0.27249107      0.39708227      1.28700793
     14.60000000      0.92090898      0.98142468      0.00316766      0.94759314      0.00000001      0.80186239      0.05760553      0.27239451      0.39691918      1.28672061
     14.70000000      0.92111871      0.98156444      0.00315075      0.94789263      0.00000001      0.80073633      0.05749087      0.27229893      0.39675686      1.28643502
     14.80000000      0.92132775      0.98170310      0.00313395      0.94819133      0.00000001      0.79961321      0.05737659      0.27220431      0.39659529      1.28615115
     14.90000000      0.92153611      0.98184066      0.00311725      0.94848925      0.00000001      0.79849303      0.05726270      0.27211065      0.39643448      1.28586898
     15.00000000      0.92174377      0.98197715      0.00310064      0.94878639      0.00000001      0.79737576      0.05714919      0.27201794      0.39627442      1.28558851
     15.10000000      0.92195076      0.98211255      0.00308414      0.94908274      0.00000001      0.79626141      0.05703606      0.27192616      0.39611511      1.28530972
     15.20000000      0.92215707      0.98224690      0.00306773      0.94937831      0.00000001      0.79514995      0.05692331      0.27183531      0.39595654      1.28503260
     15.30000000      0.92236270      0.98238018      0.00305142      0.94967310      0.00000001      0.79404139      0.05681093      0.27174539      0.39579872      1.28475716
     15.40000000      0.92256766      0.98251242      0.00303520      0.94996710      0.00000001      0.79293570      0.05669893      0.27165637      0.39564163      1.28448337
     15.50000000      0.92277195      0.98264362      0.00301909      0.95026032      0.00000001      0.79183288      0.05658731      0.27156825      0.39548528      1.28421122
     15.60000000      0.92297557      0.98277379      0.00300306      0.95055276      0.00000001      0.79073293      0.05647606      0.27148102      0.39532966      1.28394072
     15.70000000      0.92317853      0.98290293      0.00298714      0.95084442      0.00000001      0.78963582      0.05636518      0.27139468      0.39517477      1.28367184
     15.80000000      0.92338082      0.98303106      0.00297130      0.95113529      0.00000001      0.78854155      0.05625467      0.27130921      0.39502061      1.28340458
     15.90000000      0.92358245      0.98315819      0.00295556      0.95142538      0.00000001      0.78745011      0.05614452      0.27122460      0.39486717      1.28313893
     16.00000000      0.92378343      0.98328432      0.00293991      0.95171468      0.00000001      0.78636149      0.05603475      0.27114085      0.39471444      1.28287487
     16.10000000      0.92398375      0.98340945      0.00292435      0.95200321      0.00000000      0.78527568      0.05592534      0.27105795      0.39456244      1.28261241
     16.20000000      0.92418341      0.98353361      0.00290889      0.95229095      0.00000000      0.78419267      0.05581630      0.27097589      0.39441114      1.28235153
     16.30000000      0.92438243      0.98365679      0.00289351      0.95257790      0.00000000      0.78311245      0.05570762      0.27089466      0.39426056      1.28209222
     16.40000000      0.92458080      0.98377901      0.00287823      0.95286408      0.00000000      0.78203500      0.05559930      0.27081426      0.39411068      1.28183447
     16.50000000      0.92477853      0.98390027      0.00286303      0.95314947      0.00000000      0.78096033      0.05549135      0.27073466      0.39396151      1.28157828
     16.60000000      0.92497561      0.98402058      0.00284792      0.95343408      0.00000000      0.77988842      0.05538375      0.27065588      0.39381303      1.28132363
     16.70000000      0.92517206      0.98413995      0.00283290      0.95371791      0.00000000      0.77881925      0.05527651      0.27057789      0.39366526      1.28107051
     16.80000000      0.92536787      0.98425838      0.00281797      0.95400096      0.00000000      0.77775283      0.05516963      0.27050069      0.39351817      1.28081893
     16.90000000      0.92556304      0.98437589      0.00280312      0.95428323      0.00000000      0.77668914      0.05506310      0.27042428      0.39337178      1.28056886
     17.00000000      0.92575759      0.98449248      0.00278836      0.95456471      0.00000000      0.77562817      0.05495692      0.27034864      0.39322608      1.28032029
     17.10000000      0.92595150      0.98460816      0.00277368      0.95484542      0.00000000      0.77456992      0.05485110      0.27027376      0.39308106      1.28007323
     17.20000000      0.92614479      0.98472293      0.00275909      0.95512534      0.00000000      0.77351436      0.05474563      0.27019965      0.39293672      1.27982766
     17.30000000      0.92633745      0.98483681      0.00274459      0.95540448      0.00000000      0.77246150      0.05464051      0.27012629      0.39279307      1.27958357
     17.40000000      0.92652949      0.98494980      0.00273016      0.95568284      0.00000000      0.77141132      0.05453573      0.27005367      0.39265009      1.27934096
     17.50000000      0.92672091      0.98506190      0.00271582      0.95596042      0.00000000      0.77036382      0.05443131      0.26998179      0.39250778      1.27909981
     17.60000000      0.92691172      0.98517313      0.00270157      0.95623722      0.00000000      0.76931898      0.05432722      0.26991064      0.39236614      1.27886011
     17.70000000      0.92710191      0.98528350      0.00268739      0.95651324      0.00000000      0.76827679      0.05422349      0.26984021      0.39222517      1.27862187
     17.80000000      0.92729149      0.98539300      0.00267330      0.95678848      0.00000000      0.76723725      0.05412009      0.26977050      0.39208486      1.27838506
     17.90000000      0.92748046      0.98550165      0.00265928      0.95706294      0.00000000      0.76620035      0.05401704      0.26970149      0.39194521      1.27814968
     18.00000000      0.92766882      0.98560945      0.00264535      0.95733662      0.00000000      0.76516608      0.05391433      0.26963318      0.39180622      1.27791573
     18.10000000      0.92785658      0.98571641      0.00263150      0.95760952      0.00000000      0.76413443      0.05381195      0.26956557      0.39166789      1.27768319
     18.20000000      0.92804374      0.98582254      0.00261772      0.95788164      0.00000000      0.76310538      0.05370992      0.26949864      0.39153021      1.27745206
     18.30000000      0.92823029      0.98592785      0.00260403      0.95815299      0.00000000      0.76207893      0.05360822      0.26943240      0.39139318      1.27722233
     18.40000000      0.92841625      0.98603233      0.00259041      0.95842355      0.00000000      0.76105508      0.05350685      0.26936682      0.39125679      1.27699398
     18.50000000      0.92860161      0.98613600      0.00257687      0.95869334      0.00000000      0.76003381      0.05340582      0.26930192      0.39112105      1.27676702
     18.60000000      0.92878638      0.98623887      0.00256340      0.95896235      0.00000000      0.75901511      0.05330512      0.26923767      0.39098595      1.27654142
     18.70000000      0.92897056      0.98634094      0.00255002      0.95923058      0.00000000      0.75799898      0.05320476      0.26917408      0.39085148      1.27631720
     18.80000000      0.92915416      0.98644221      0.00253670      0.95949803      0.00000000      0.75698540      0.05310472      0.26911113      0.39071765      1.27609433
     18.90000000      0.92933716      0.98654270      0.00252347      0.95976471      0.00000000      0.75597437      0.05300501      0.26904882      0.39058445      1.27587281
     19.00000000      0.92951958      0.98664241      0.00251031      0.96003061      0.00000000      0.75496587      0.05290563      0.26898715      0.39045189      1.27565263
     19.10000000      0.92970142      0.98674134      0.00249722      0.96029573      0.00000000      0.75395991      0.05280657      0.26892610      0.39031994      1.27543379
     19.20000000      0.92988269      0.98683950      0.00248421      0.96056008      0.00000000      0.75295646      0.05270784      0.26886567      0.39018863      1.27521627
     19.30000000      0.93006337      0.98693691      0.00247127      0.96082365      0.00000000      0.75195553      0.05260943      0.26880586      0.39005793      1.27500006
     19.40000000      0.93024348      0.98703356      0.00245840      0.96108644      0.00000000      0.75095710      0.05251134      0.26874666      0.38992785      1.27478517
     19.50000000      0.93042302      0.98712946      0.00244560      0.96134846      0.00000000      0.74996116      0.05241358      0.26868806      0.38979839      1.27457158
     19.60000000      0.93060199      0.98722462      0.00243288      0.96160971      0.00000000      0.74896771      0.05231613      0.26863006      0.38966953      1.27435929
     19.70000000      0.93078039      0.98731904      0.00242023      0.96187018      0.00000000      0.74797673      0.05221901      0.26857264      0.38954129      1.27414828
     19.80000000      0.93095822      0.98741273      0.00240765      0.96212987      0.00000000      0.74698823      0.05212219      0.26851581      0.38941366      1.27393855
     19.90000000      0.93113550      0.98750569      0.00239514      0.96238879      0.00000000      0.74600218      0.05202570      0.26845956      0.38928663      1.27373009
     20.00000000      0.93131221      0.98759794      0.00238270      0.96264694      0.00000000      0.74501858      0.05192952      0.26840389      0.38916020      1.27352289
     20.10000000      0.93148836      0.98768947      0.00237033      0.96290432      0.00000000      0.74403743      0.05183365      0.26834878      0.38903436      1.27331696
     20.20000000      0.93166395      0.98778029      0.00235803      0.96316092      0.00000000      0.74305871      0.05173810      0.26829423      0.38890913      1.27311227
     20.30000000      0.93183899      0.98787042      0.00234579      0.96341675      0.00000000      0.74208242      0.05164285      0.26824024      0.38878449      1.27290882
     20.40000000      0.93201348      0.98795985      0.00233363      0.96367181      0.00000000      0.74110854      0.05154792      0.26818679      0.38866044      1.27270661
     20.50000000      0.93218742      0.98804858      0.00232153      0.96392609      0.00000000      0.74013707      0.05145329      0.26813390      0.38853698      1.27250563
     20.60000000      0.93236081      0.98813664      0.00230950      0.96417961      0.00000000      0.73916801      0.05135897      0.26808154      0.38841410      1.27230586
     20.70000000      0.93253365      0.98822401      0.00229754      0.96443235      0.00000000      0.73820133      0.05126496      0.26802971      0.38829180      1.27210731
     20.80000000      0.93270595      0.98831071      0.00228564      0.96468432      0.00000000      0.73723705      0.05117125      0.26797842      0.38817009      1.27190997
     20.90000000      0.93287771      0.98839674      0.00227381      0.96493553      0.00000000      0.73627513      0.05107785      0.26792764      0.38804895      1.27171382
     21.00000000      0.93304893      0.98848211      0.00226205      0.96518596      0.00000000      0.73531559      0.05098474      0.26787739      0.38792839      1.27151886
     21.10000000      0.93321961      0.98856682      0.00225035      0.96543562      0.00000000      0.73435841      0.05089194      0.26782765      0.38780840      1.27132509
     21.20000000      0.93338975      0.98865087      0.00223871      0.96568452      0.00000000      0.73340357      0.05079944      0.26777841      0.38768898      1.27113250
     21.30000000      0.93355936      0.98873429      0.00222714      0.96593265      0.00000000      0.73245109      0.05070724      0.26772968      0.38757013      1.27094107
     21.40000000      0.93372844      0.98881705      0.00221563      0.96618000      0.00000000      0.73150093      0.05061533      0.26768144      0.38745184      1.27075081
     21.50000000      0.93389699      0.98889919      0.00220419      0.96642659      0.00000000      0.73055311      0.05052372      0.26763370      0.38733411      1.27056171
     21.60000000      0.93406501      0.98898069      0.00219281      0.96667242      0.00000000      0.72960760      0.05043241      0.26758645      0.38721694      1.27037375
     21.70000000      0.93423251      0.98906156      0.00218149      0.96691748      0.00000000      0.72866441      0.05034139      0.26753968      0.38710033      1.27018694
     21.80000000      0.93439949      0.98914182      0.00217024      0.96716177      0.00000000      0.72772352      0.05025066      0.26749338      0.38698428      1.27000126
     21.90000000      0.93456594      0.98922145      0.00215904      0.96740529      0.00000000      0.72678493      0.05016022      0.26744756      0.38686877      1.26981671
     22.00000000      0.93473187      0.98930048      0.00214791      0.96764805      0.00000000      0.72584862      0.05007008      0.26740221      0.38675382      1.26963329
     22.10000000      0.93489729      0.98937890      0.00213684      0.96789005      0.00000000      0.72491460      0.04998022      0.26735732      0.38663941      1.26945098
     22.20000000      0.93506219      0.98945672      0.00212583      0.96813128      0.00000000      0.72398285      0.04989065      0.26731289      0.38652554      1.26926978
     22.30000000      0.93522658      0.98953394      0.00211488      0.96837175      0.00000000      0.72305336      0.04980137      0.26726891      0.38641222      1.26908968
     22.40000000      0.93539045      0.98961057      0.00210399      0.96861145      0.00000000      0.72212613      0.04971238      0.26722538      0.38629944      1.26891068
     22.50000000      0.93555382      0.98968661      0.00209315      0.96885039      0.00000000      0.72120116      0.04962367      0.26718230      0.38618719      1.26873277
     22.60000000      0.93571668      0.98976207      0.00208238      0.96908857      0.00000000      0.72027842      0.04953524      0.26713966      0.38607548      1.26855594
     22.70000000      0.93587904      0.98983695      0.00207167      0.96932599      0.00000000      0.71935792      0.04944710      0.26709746      0.38596430      1.26838019
     22.80000000      0.93604089      0.98991126      0.00206101      0.96956264      0.00000000      0.71843964      0.04935923      0.26705569      0.38585365      1.26820551
     22.90000000      0.93620223      0.98998500      0.00205042      0.96979854      0.00000000      0.71752358      0.04927165      0.26701434      0.38574353      1.26803189
     23.00000000      0.93636308      0.99005817      0.00203988      0.97003367      0.00000000      0.71660974      0.04918435      0.26697342      0.38563393      1.26785933
     23.10000000      0.93652344      0.99013079      0.00202940      0.97026805      0.00000000      0.71569810      0.04909732      0.26693292      0.38552485      1.26768782
     23.20000000      0.93668329      0.99020285      0.00201897      0.97050167      0.00000000      0.71478866      0.04901057      0.26689283      0.38541630      1.26751736
     23.30000000      0.93684265      0.99027436      0.00200860      0.97073452      0.00000000      0.71388140      0.04892410      0.26685315      0.38530826      1.26734793
